"S/N","Project Name","Street Name","Type","Postal District","Market Segment","Tenure","Type of Sale","No. of Units","Price ($)","Nett Price ($)","Area (Sqft)","Type of Area","Floor Level","Unit Price ($psf)","Date of Sale"
"486","MOUNT SOPHIA SUITES","SOPHIA ROAD","Apartment","09","CCR","Freehold","Resale","1","950000","-","560","Strata","01 to 05","1697","Oct-2020"
"487","SPRING GROVE","GRANGE ROAD","Condominium","10","CCR","99 yrs lease commencing from 1991","Resale","1","1630000","-","1012","Strata","11 to 15","1611","Oct-2020"
"488","PARVIS","HOLLAND HILL","Condominium","10","CCR","Freehold","Resale","1","3000000","-","2002","Strata","01 to 05","1498","Oct-2020"
"489","8 @ MOUNT SOPHIA","MOUNT SOPHIA","Condominium","09","CCR","103 yrs lease commencing from 2002","Resale","1","2050000","-","1442","Strata","01 to 05","1421","Oct-2020"
"490","WATERMARK ROBERTSON QUAY","RODYK STREET","Apartment","09","CCR","Freehold","Resale","1","2800000","-","1668","Strata","06 to 10","1678","Oct-2020"
"491","ONE TREE HILL MANSIONS","ONE TREE HILL","Apartment","10","CCR","99 yrs lease commencing from 1973","Resale","1","1820000","-","1615","Strata","01 to 05","1127","Oct-2020"
"492","UE SQUARE","RIVER VALLEY ROAD","Apartment","09","CCR","929 yrs lease commencing from 1953","Resale","1","1930000","-","1055","Strata","06 to 10","1830","Oct-2020"
"493","ASPEN HEIGHTS","RIVER VALLEY ROAD","Condominium","09","CCR","999 yrs lease commencing from 1841","Resale","1","5177000","-","3100","Strata","16 to 20","1670","Oct-2020"
"494","CONCOURSE SKYLINE","BEACH ROAD","Apartment","07","RCR","99 yrs lease commencing from 2008","Resale","1","2072000","-","1163","Strata","16 to 20","1782","Oct-2020"
"495","LOFT @ NATHAN","NATHAN ROAD","Apartment","10","CCR","Freehold","Resale","1","830000","-","463","Strata","06 to 10","1793","Oct-2020"
"496","DALVEY COURT","DALVEY ESTATE","Apartment","10","CCR","Freehold","Resale","1","3000000","-","2142","Strata","01 to 05","1401","Oct-2020"
"497","RV RESIDENCES","RIVER VALLEY ROAD","Condominium","10","CCR","999 yrs lease commencing from 1877","Resale","1","2280000","-","1119","Strata","06 to 10","2037","Oct-2020"
"498","8 SAINT THOMAS","ST. THOMAS WALK","Condominium","09","CCR","Freehold","Resale","1","3655000","-","1302","Strata","21 to 25","2806","Oct-2020"
"499","HOLLAND HILL PARK","HOLLAND HILL","Condominium","10","CCR","Freehold","Resale","1","2280000","-","1539","Strata","01 to 05","1481","Oct-2020"
"500","GLENTREES","MOUNT SINAI LANE","Condominium","10","CCR","999 yrs lease commencing from 1885","Resale","1","1780000","-","1346","Strata","01 to 05","1323","Oct-2020"
"501","CAIRNHILL RESIDENCES","CAIRNHILL CIRCLE","Apartment","09","CCR","Freehold","Resale","1","2480000","-","1173","Strata","01 to 05","2114","Oct-2020"
"502","CITYLIGHTS","JELLICOE ROAD","Condominium","08","RCR","99 yrs lease commencing from 2004","Resale","1","1200000","-","678","Strata","31 to 35","1770","Oct-2020"
"503","SPANISH VILLAGE","FARRER ROAD","Condominium","10","CCR","Freehold","Resale","1","1650000","-","1163","Strata","01 to 05","1419","Oct-2020"
"504","LA CRYSTAL","KILLINEY ROAD","Apartment","09","CCR","Freehold","Resale","1","1600000","-","904","Strata","06 to 10","1770","Oct-2020"
"505","RIVERSHIRE","LEONIE HILL","Apartment","09","CCR","Freehold","Resale","1","2350000","-","1227","Strata","01 to 05","1915","Oct-2020"
"506","ZENITH","ZION ROAD","Apartment","10","CCR","999 yrs lease commencing from 1877","Resale","1","1420000","-","743","Strata","06 to 10","1912","Oct-2020"
"507","TRENDALE TOWER","CAIRNHILL ROAD","Apartment","09","CCR","Freehold","Resale","1","5100000","-","3208","Strata","11 to 15","1590","Oct-2020"
"508","QUINTERRA","HOLLAND ROAD","Apartment","10","CCR","99 yrs lease commencing from 2006","Resale","1","2435000","-","1787","Strata","11 to 15","1363","Oct-2020"
"509","SCOTTS 28","SCOTTS ROAD","Condominium","09","CCR","Freehold","Resale","1","3850000","-","1733","Strata","06 to 10","2222","Oct-2020"
"510","THE LADYHILL","LADY HILL ROAD","Condominium","10","CCR","Freehold","Resale","1","6950000","-","3283","Strata","01 to 05","2117","Oct-2020"
"511","STARLIGHT SUITES","RIVER VALLEY CLOSE","Apartment","09","CCR","Freehold","Resale","1","2000000","-","1076","Strata","06 to 10","1858","Oct-2020"
"512","WATERSCAPE AT CAVENAGH","CAVENAGH ROAD","Apartment","09","CCR","Freehold","Resale","1","2220000","-","1259","Strata","01 to 05","1763","Oct-2020"
"513","GARDENVILLE","WALSHE ROAD","Condominium","10","CCR","Freehold","Resale","1","2520000","-","1335","Strata","01 to 05","1888","Oct-2020"
"514","KERRISDALE","STURDEE ROAD","Condominium","08","RCR","99 yrs lease commencing from 1998","Resale","1","1480000","-","1259","Strata","26 to 30","1175","Oct-2020"
"515","8 SAINT THOMAS","ST. THOMAS WALK","Condominium","09","CCR","Freehold","Resale","1","3522000","-","1302","Strata","06 to 10","2704","Oct-2020"
"516","1919","SOPHIA ROAD","Apartment","09","CCR","Freehold","Resale","1","1080000","-","560","Strata","01 to 05","1930","Oct-2020"
"517","STUDIOS @ MARNE","MARNE ROAD","Apartment","08","RCR","Freehold","Resale","1","735000","-","560","Strata","01 to 05","1313","Oct-2020"
"518","GOODWOOD RESIDENCE","BUKIT TIMAH ROAD","Condominium","10","CCR","Freehold","Resale","1","6500000","-","2605","Strata","01 to 05","2495","Oct-2020"
"519","SOPHIA RESIDENCE","SOPHIA ROAD","Condominium","09","CCR","Freehold","Resale","1","1750000","-","1087","Strata","01 to 05","1610","Oct-2020"
"520","OXFORD SUITES","OXFORD ROAD","Apartment","08","RCR","Freehold","Resale","1","920000","-","678","Strata","01 to 05","1357","Oct-2020"
"521","THE CITRON RESIDENCES","MARNE ROAD","Apartment","08","RCR","Freehold","Resale","1","1050000","-","667","Strata","01 to 05","1573","Oct-2020"
"522","RIDGEWOOD","MOUNT SINAI RISE","Condominium","10","CCR","999 yrs lease commencing from 1885","Resale","1","2318000","-","1744","Strata","01 to 05","1329","Oct-2020"
"523","ROBERTSON EDGE","TONG WATT ROAD","Apartment","09","CCR","999 yrs lease commencing from 1841","Resale","1","1200000","-","689","Strata","01 to 05","1742","Oct-2020"
"524","BALMORAL 8","BALMORAL ROAD","Condominium","10","CCR","Freehold","Resale","1","3500000","-","1905","Strata","06 to 10","1837","Oct-2020"
"525","MARTIN PLACE RESIDENCES","MARTIN PLACE","Condominium","09","CCR","Freehold","Resale","1","2180000","-","1044","Strata","01 to 05","2088","Oct-2020"
"526","STUDIO 3","SHANGHAI ROAD","Apartment","10","CCR","Freehold","Resale","1","1585000","-","883","Strata","16 to 20","1796","Oct-2020"
"527","DUO RESIDENCES","FRASER STREET","Apartment","07","CCR","99 yrs lease commencing from 2011","Resale","1","1980000","-","1001","Strata","36 to 40","1978","Oct-2020"
"528","OUE TWIN PEAKS","LEONIE HILL ROAD","Condominium","09","CCR","99 yrs lease commencing from 2010","Resale","1","1438000","-","570","Strata","21 to 25","2521","Oct-2020"
"529","GOODWOOD RESIDENCE","BUKIT TIMAH ROAD","Condominium","10","CCR","Freehold","Resale","1","6200000","-","2454","Strata","06 to 10","2526","Oct-2020"
"530","BELMOND GREEN","BALMORAL ROAD","Condominium","10","CCR","Freehold","Resale","1","2105000","-","1270","Strata","01 to 05","1657","Oct-2020"
"531","VALLEY PARK","RIVER VALLEY ROAD","Condominium","10","CCR","999 yrs lease commencing from 1877","Resale","1","2930000","-","1701","Strata","06 to 10","1723","Oct-2020"
"532","VOLARI","BALMORAL ROAD","Condominium","10","CCR","Freehold","Resale","1","4800000","-","2174","Strata","01 to 05","2208","Oct-2020"
"533","ESPADA","ST. THOMAS WALK","Apartment","09","CCR","Freehold","Resale","1","1360000","-","667","Strata","11 to 15","2038","Oct-2020"
"534","KENTISH GREEN","OXFORD ROAD","Apartment","08","RCR","99 yrs lease commencing from 1995","Resale","1","1040000","-","1098","Strata","01 to 05","947","Oct-2020"
"535","CAIRNHILL PLAZA","CAIRNHILL ROAD","Apartment","09","CCR","Freehold","Resale","1","4150000","-","2820","Strata","11 to 15","1472","Oct-2020"
"536","THE EQUATORIAL","STEVENS ROAD","Condominium","10","CCR","Freehold","Resale","1","2400000","-","1410","Strata","01 to 05","1702","Oct-2020"
"537","ELIZABETH HEIGHTS","CAIRNHILL ROAD","Condominium","09","CCR","Freehold","Resale","1","4450000","-","2530","Strata","01 to 05","1759","Oct-2020"
"538","PINEWOOD GARDENS","BALMORAL PARK","Condominium","10","CCR","Freehold","Resale","1","3620000","-","2088","Strata","06 to 10","1734","Oct-2020"
"539","GOODWOOD RESIDENCE","BUKIT TIMAH ROAD","Condominium","10","CCR","Freehold","Resale","1","4588000","-","2024","Strata","01 to 05","2267","Oct-2020"
"540","RIVERGATE","ROBERTSON QUAY","Apartment","09","CCR","Freehold","Resale","1","4600000","-","2088","Strata","06 to 10","2203","Oct-2020"
"541","LE NOUVEL ARDMORE","ARDMORE PARK","Condominium","10","CCR","Freehold","Resale","1","16890000","-","4015","Strata","16 to 20","4207","Oct-2020"
"542","SOMMERVILLE PARK","FARRER DRIVE","Condominium","10","CCR","Freehold","Resale","1","3150000","-","1927","Strata","01 to 05","1635","Oct-2020"
"543","D'LEEDON","LEEDON HEIGHTS","Condominium","10","CCR","99 yrs lease commencing from 2010","Resale","1","2180000","-","1421","Strata","11 to 15","1534","Oct-2020"
"544","DUCHESS CREST","DUCHESS AVENUE","Condominium","10","CCR","99 yrs lease commencing from 1995","Resale","1","2600000","-","1884","Strata","01 to 05","1380","Oct-2020"
"545","TRIBECA","KIM SENG ROAD","Condominium","09","CCR","Freehold","Resale","1","2828000","-","1378","Strata","26 to 30","2053","Oct-2020"
"546","THE TESSARINA","WILBY ROAD","Condominium","10","CCR","Freehold","Resale","1","2280000","-","1561","Strata","01 to 05","1461","Oct-2020"
"547","DUO RESIDENCES","FRASER STREET","Apartment","07","CCR","99 yrs lease commencing from 2011","Resale","1","1290000","-","646","Strata","21 to 25","1997","Oct-2020"
"548","MOUNT SOPHIA SUITES","SOPHIA ROAD","Apartment","09","CCR","Freehold","Resale","1","788000","-","366","Strata","01 to 05","2153","Oct-2020"
"549","8 SAINT THOMAS","ST. THOMAS WALK","Condominium","09","CCR","Freehold","Resale","1","3607000","-","1302","Strata","11 to 15","2769","Oct-2020"
"550","NOUVEL 18","ANDERSON ROAD","Condominium","10","CCR","Freehold","Resale","1","5475000","-","1765","Strata","16 to 20","3101","Oct-2020"
"551","HILLTOPS","CAIRNHILL CIRCLE","Condominium","09","CCR","Freehold","Resale","1","7532000","-","2390","Strata","06 to 10","3152","Oct-2020"
"552","THE WHARF RESIDENCE","TONG WATT ROAD","Condominium","09","CCR","999 yrs lease commencing from 1841","Resale","1","2150000","-","1044","Strata","06 to 10","2059","Oct-2020"
"553","GISBORNE LIGHT","EWE BOON ROAD","Apartment","10","CCR","Freehold","Resale","1","1325000","-","936","Strata","01 to 05","1415","Oct-2020"
"554","8 SAINT THOMAS","ST. THOMAS WALK","Condominium","09","CCR","Freehold","Resale","1","2550000","-","872","Strata","31 to 35","2925","Oct-2020"
"555","LEEDON 2","LEEDON ROAD","Condominium","10","CCR","Freehold","Resale","1","1800000","-","1109","Strata","01 to 05","1624","Oct-2020"
"556","3 ORCHARD BY-THE-PARK","ORCHARD BOULEVARD","Condominium","10","CCR","Freehold","Resale","1","7797000","-","2260","Strata","11 to 15","3449","Oct-2020"
"557","PATERSON SUITES","PATERSON ROAD","Condominium","09","CCR","Freehold","Resale","1","3800000","-","1776","Strata","06 to 10","2140","Oct-2020"
"558","HILLTOPS","CAIRNHILL CIRCLE","Condominium","09","CCR","Freehold","Resale","1","7496000","-","2379","Strata","06 to 10","3151","Oct-2020"
"559","PARC EMILY","MOUNT EMILY ROAD","Condominium","09","CCR","Freehold","Resale","1","1850000","-","1001","Strata","01 to 05","1848","Sep-2020"
"560","8 SAINT THOMAS","ST. THOMAS WALK","Condominium","09","CCR","Freehold","Resale","1","2900000","-","1044","Strata","01 to 05","2777","Sep-2020"
"561","ONE TREE HILL MANSIONS","ONE TREE HILL","Apartment","10","CCR","99 yrs lease commencing from 1973","Resale","1","1750000","-","1615","Strata","11 to 15","1084","Sep-2020"
"562","JERVOIS LODGE","JERVOIS ROAD","Condominium","10","CCR","Freehold","Resale","1","1750000","-","1389","Strata","01 to 05","1260","Sep-2020"
"563","STARLIGHT SUITES","RIVER VALLEY CLOSE","Apartment","09","CCR","Freehold","Resale","1","3850000","-","1862","Strata","06 to 10","2067","Sep-2020"
"564","ROBERTSON BLUE","ROBERTSON QUAY","Apartment","09","CCR","Freehold","Resale","1","3300000","-","1668","Strata","01 to 05","1978","Sep-2020"
"565","BOTANIC GARDENS VIEW","TAMAN SERASI","Apartment","10","CCR","Freehold","Resale","1","3000000","-","1410","Strata","06 to 10","2128","Sep-2020"
"566","2 RVG","RIVER VALLEY GROVE","Apartment","09","CCR","Freehold","Resale","1","1268000","-","689","Strata","06 to 10","1841","Sep-2020"
"567","QUEENSBERRY LODGE","SHANGHAI ROAD","Apartment","10","CCR","Freehold","Resale","1","888000","-","614","Strata","01 to 05","1447","Sep-2020"
"568","MACKENZIE REGENCY","MACKENZIE ROAD","Apartment","09","CCR","Freehold","Resale","1","1380000","-","1087","Strata","01 to 05","1269","Sep-2020"
"569","ONE JERVOIS","JERVOIS CLOSE","Condominium","10","CCR","Freehold","Resale","1","1690000","-","990","Strata","01 to 05","1707","Sep-2020"
"570","8 SAINT THOMAS","ST. THOMAS WALK","Condominium","09","CCR","Freehold","Resale","1","2620000","-","1044","Strata","01 to 05","2509","Sep-2020"
"571","THE TESSARINA","WILBY ROAD","Condominium","10","CCR","Freehold","Resale","1","2300000","-","1313","Strata","06 to 10","1751","Sep-2020"
"572","SOPHIA RESIDENCE","SOPHIA ROAD","Condominium","09","CCR","Freehold","Resale","1","1820000","-","1044","Strata","11 to 15","1743","Sep-2020"
"573","SAGE","NASSIM ROAD","Condominium","10","CCR","Freehold","Resale","1","10000000","-","3498","Strata","01 to 05","2859","Sep-2020"
"574","8 SAINT THOMAS","ST. THOMAS WALK","Condominium","09","CCR","Freehold","Resale","1","3750000","-","1302","Strata","26 to 30","2879","Sep-2020"
"575","HIJAUAN","CAVENAGH ROAD","Apartment","09","CCR","Freehold","Resale","1","875000","-","463","Strata","06 to 10","1890","Sep-2020"
"576","ROBERTSON EDGE","TONG WATT ROAD","Apartment","09","CCR","999 yrs lease commencing from 1841","Resale","1","1615000","-","904","Strata","06 to 10","1786","Sep-2020"
"577","STUDIO 3","SHANGHAI ROAD","Apartment","10","CCR","Freehold","Resale","1","980000","-","549","Strata","11 to 15","1785","Sep-2020"
"578","THE PEAK @ CAIRNHILL I","CAIRNHILL CIRCLE","Apartment","09","CCR","Freehold","Resale","1","1300000","-","926","Strata","01 to 05","1404","Sep-2020"
"579","NOUVEL 18","ANDERSON ROAD","Condominium","10","CCR","Freehold","Resale","1","8824000","-","2820","Strata","16 to 20","3129","Sep-2020"
"580","CONCOURSE SKYLINE","BEACH ROAD","Apartment","07","RCR","99 yrs lease commencing from 2008","Resale","1","2080000","-","1109","Strata","16 to 20","1876","Sep-2020"
"581","8 SAINT THOMAS","ST. THOMAS WALK","Condominium","09","CCR","Freehold","Resale","1","4665000","-","1690","Strata","21 to 25","2760","Sep-2020"
"582","NOUVEL 18","ANDERSON ROAD","Condominium","10","CCR","Freehold","Resale","1","5159000","-","1765","Strata","16 to 20","2922","Sep-2020"
"583","CAVENAGH GARDENS","CAVENAGH ROAD","Apartment","09","CCR","Freehold","Resale","1","1600000","-","1163","Strata","01 to 05","1376","Sep-2020"
"584","HERTFORD COLLECTION","HERTFORD ROAD","Apartment","08","RCR","Freehold","Resale","1","1050000","-","786","Strata","01 to 05","1336","Sep-2020"
"585","ALLSWORTH PARK","HOLLAND ROAD","Condominium","10","CCR","999 yrs lease commencing from 1885","Resale","1","1618000","-","1033","Strata","01 to 05","1566","Sep-2020"
"586","CITYLIGHTS","JELLICOE ROAD","Condominium","08","RCR","99 yrs lease commencing from 2004","Resale","1","1350000","-","893","Strata","21 to 25","1511","Sep-2020"
"587","RIDGEWOOD","MOUNT SINAI DRIVE","Condominium","10","CCR","999 yrs lease commencing from 1885","Resale","1","2550000","-","1981","Strata","01 to 05","1288","Sep-2020"
"588","ARDMORE PARK","ARDMORE PARK","Condominium","10","CCR","Freehold","Resale","1","8500000","-","2885","Strata","11 to 15","2947","Sep-2020"
"589","KERRISDALE","STURDEE ROAD","Condominium","08","RCR","99 yrs lease commencing from 1998","Resale","1","1350000","-","1270","Strata","06 to 10","1063","Sep-2020"
"590","VENTUNO BALMORAL","BALMORAL ROAD","Apartment","10","CCR","Freehold","Resale","1","4380000","-","3886","Strata","11 to 15","1127","Sep-2020"
"591","RIVERGATE","ROBERTSON QUAY","Apartment","09","CCR","Freehold","Resale","1","2490000","-","1033","Strata","26 to 30","2410","Sep-2020"
"592","ONE DEVONSHIRE","DEVONSHIRE ROAD","Condominium","09","CCR","Freehold","Resale","1","2840000","-","1270","Strata","11 to 15","2236","Sep-2020"
"593","SCOTTS 28","SCOTTS ROAD","Condominium","09","CCR","Freehold","Resale","1","4150000","-","2034","Strata","16 to 20","2040","Sep-2020"
"594","TANGLIN REGENCY","TANGLIN ROAD","Condominium","10","CCR","99 yrs lease commencing from 1994","Resale","1","1120000","-","850","Strata","06 to 10","1317","Sep-2020"
"595","PATERSON SUITES","PATERSON ROAD","Condominium","09","CCR","Freehold","Resale","1","5000000","-","2207","Strata","01 to 05","2266","Sep-2020"
"596","KERRISDALE","STURDEE ROAD","Condominium","08","RCR","99 yrs lease commencing from 1998","Resale","1","1450000","-","1281","Strata","16 to 20","1132","Sep-2020"
"597","MUTIARA CREST","JALAN MUTIARA","Apartment","10","CCR","Freehold","Resale","1","2269500","-","1335","Strata","06 to 10","1700","Sep-2020"
"598","GLENTREES","MOUNT SINAI LANE","Condominium","10","CCR","999 yrs lease commencing from 1885","Resale","1","3500000","-","2863","Strata","01 to 05","1222","Sep-2020"
"599","PARC STEVENS","STEVENS DRIVE","Condominium","10","CCR","Freehold","Resale","1","4400000","-","2702","Strata","01 to 05","1629","Sep-2020"
"600","ATTITUDE AT KIM YAM","KIM YAM ROAD","Apartment","09","CCR","999 yrs lease commencing from 1841","Resale","1","1010000","-","657","Strata","01 to 05","1538","Sep-2020"
"601","WING ON LIFE GARDEN","BUKIT TIMAH ROAD","Apartment","10","CCR","Freehold","Resale","1","5450000","-","3305","Strata","16 to 20","1649","Sep-2020"
"602","LIV ON SOPHIA","ADIS ROAD","Apartment","09","CCR","Freehold","Resale","1","1180000","-","527","Strata","01 to 05","2237","Sep-2020"
"603","CAVENAGH GARDENS","CAVENAGH ROAD","Apartment","09","CCR","Freehold","Resale","1","1450000","-","1163","Strata","01 to 05","1247","Sep-2020"
"604","PATERSON LINC","PATERSON ROAD","Apartment","09","CCR","Freehold","Resale","1","1720000","-","850","Strata","01 to 05","2023","Sep-2020"
"605","FOUR SEASONS PARK","CUSCADEN WALK","Condominium","10","CCR","Freehold","Resale","1","4000000","-","2260","Strata","16 to 20","1770","Sep-2020"
"606","ASTRID MEADOWS","CORONATION ROAD WEST","Condominium","10","CCR","Freehold","Resale","1","4050000","-","2357","Strata","01 to 05","1718","Sep-2020"
"607","LEEDON RESIDENCE","LEEDON HEIGHTS","Condominium","10","CCR","Freehold","Resale","1","4850000","-","2131","Strata","06 to 10","2276","Sep-2020"
"608","GALLOP GREEN","WOOLLERTON PARK","Condominium","10","CCR","Freehold","Resale","1","7000000","-","3563","Strata","01 to 05","1965","Sep-2020"
"609","CUSCADEN RESIDENCES","CUSCADEN ROAD","Condominium","10","CCR","Freehold","Resale","1","3080000","-","1453","Strata","01 to 05","2120","Sep-2020"
"610","ASPEN HEIGHTS","RIVER VALLEY ROAD","Condominium","09","CCR","999 yrs lease commencing from 1841","Resale","1","2788000","-","1582","Strata","01 to 05","1762","Sep-2020"
"611","D'LEEDON","LEEDON HEIGHTS","Condominium","10","CCR","99 yrs lease commencing from 2010","Resale","1","2160000","-","1356","Strata","21 to 25","1593","Sep-2020"
"612","SAM KIANG MANSIONS","ST. THOMAS WALK","Apartment","09","CCR","Freehold","Resale","1","2080000","-","1206","Strata","01 to 05","1725","Sep-2020"
"613","NOUVEL 18","ANDERSON ROAD","Condominium","10","CCR","Freehold","Resale","1","7978000","-","2476","Strata","26 to 30","3222","Sep-2020"
"614","SHEARES VILLE","HOLT ROAD","Apartment","10","CCR","Freehold","Resale","1","2360000","-","1475","Strata","01 to 05","1600","Sep-2020"
"615","WILKIE 48","WILKIE ROAD","Apartment","09","CCR","Freehold","Resale","1","1290000","-","872","Strata","01 to 05","1480","Sep-2020"
"616","LE WILKIE","WILKIE ROAD","Apartment","09","CCR","Freehold","Resale","1","1158000","-","829","Strata","01 to 05","1397","Sep-2020"
"617","8 SAINT THOMAS","ST. THOMAS WALK","Condominium","09","CCR","Freehold","Resale","1","3565000","-","1302","Strata","11 to 15","2737","Sep-2020"
"618","MIRAGE TOWER","KIM SENG ROAD","Condominium","09","CCR","Freehold","Resale","1","1750000","-","1227","Strata","16 to 20","1426","Sep-2020"
"619","OLEANAS RESIDENCE","KIM YAM ROAD","Condominium","09","CCR","Freehold","Resale","1","2680000","-","1668","Strata","01 to 05","1606","Sep-2020"
"620","THE LEGEND","BUKIT TIMAH ROAD","Condominium","10","CCR","Freehold","Resale","1","2150000","-","1485","Strata","06 to 10","1447","Sep-2020"
"621","PARC EMILY","MOUNT EMILY ROAD","Condominium","09","CCR","Freehold","Resale","1","1830000","-","1001","Strata","06 to 10","1828","Sep-2020"
"622","BELLE VUE RESIDENCES","OXLEY WALK","Condominium","09","CCR","Freehold","Resale","1","3500000","-","1765","Strata","01 to 05","1983","Sep-2020"
"623","LATITUDE","JALAN MUTIARA","Condominium","10","CCR","Freehold","Resale","1","9000000","-","5113","Strata","21 to 25","1760","Sep-2020"
"624","8 SAINT THOMAS","ST. THOMAS WALK","Condominium","09","CCR","Freehold","Resale","1","3740000","-","1302","Strata","31 to 35","2872","Sep-2020"
"625","LA CRYSTAL","KILLINEY ROAD","Apartment","09","CCR","Freehold","Resale","1","1900000","-","1055","Strata","16 to 20","1801","Sep-2020"
"626","THE TESSARINA","WILBY ROAD","Condominium","10","CCR","Freehold","Resale","1","1720000","-","980","Strata","06 to 10","1756","Sep-2020"
"627","ST THOMAS SUITES","ST. THOMAS WALK","Condominium","09","CCR","Freehold","Resale","1","3800000","-","1819","Strata","16 to 20","2089","Sep-2020"
"628","CITY SQUARE RESIDENCES","KITCHENER LINK","Condominium","08","RCR","Freehold","Resale","1","1760000","-","1206","Strata","01 to 05","1460","Sep-2020"
"629","QUEENSBERRY LODGE","SHANGHAI ROAD","Apartment","10","CCR","Freehold","Resale","1","1220000","-","1152","Strata","01 to 05","1059","Sep-2020"
"630","RESIDENTIAL APARTMENTS","HOLLAND HILL","Apartment","10","CCR","Freehold","Resale","1","1920000","-","1593","Strata","01 to 05","1205","Sep-2020"
"631","8 FARRER SUITES","SING JOO WALK","Apartment","08","RCR","Freehold","Resale","1","1070000","-","624","Strata","01 to 05","1714","Sep-2020"
"632","THE CAPRI","STEVENS ROAD","Apartment","10","CCR","Freehold","Resale","1","1300000","-","764","Strata","01 to 05","1701","Sep-2020"
"633","CLIFTEN","EWE BOON ROAD","Apartment","10","CCR","Freehold","Resale","1","1960000","-","1066","Strata","11 to 15","1839","Sep-2020"
"634","THE EQUATORIAL","STEVENS ROAD","Condominium","10","CCR","Freehold","Resale","1","3568000","-","2067","Strata","11 to 15","1726","Sep-2020"
"635","THE HOLLAND COLLECTION","HOLLAND ROAD","Apartment","10","CCR","Freehold","Resale","1","3600000","-","1841","Strata","01 to 05","1956","Sep-2020"
"636","TIARA","KIM SENG WALK","Condominium","09","CCR","Freehold","Resale","1","2950000","-","1561","Strata","26 to 30","1890","Sep-2020"
"637","D'LEEDON","LEEDON HEIGHTS","Condominium","10","CCR","99 yrs lease commencing from 2010","Resale","1","2185000","-","1367","Strata","16 to 20","1598","Sep-2020"
"638","DLV.","DALVEY ROAD","Apartment","10","CCR","Freehold","Resale","1","4650000","-","3714","Strata","01 to 05","1252","Sep-2020"
"639","PARC SOPHIA","ADIS ROAD","Apartment","09","CCR","Freehold","Resale","1","810000","-","474","Strata","06 to 10","1710","Sep-2020"
"640","THE ARC AT DRAYCOTT","DRAYCOTT DRIVE","Apartment","10","CCR","Freehold","Resale","1","3100000","-","1432","Strata","31 to 35","2165","Sep-2020"
"641","THE PRINCETON","EWE BOON ROAD","Apartment","10","CCR","Freehold","Resale","1","1660000","-","1087","Strata","06 to 10","1527","Sep-2020"
"642","PARC EMILY","MOUNT EMILY ROAD","Condominium","09","CCR","Freehold","Resale","1","1040000","-","549","Strata","01 to 05","1894","Sep-2020"
"643","D'GROVE VILLAS","ORANGE GROVE ROAD","Condominium","10","CCR","Freehold","Resale","1","3570000","-","1690","Strata","11 to 15","2112","Sep-2020"
"644","D'LEEDON","LEEDON HEIGHTS","Condominium","10","CCR","99 yrs lease commencing from 2010","Resale","1","2350000","-","1496","Strata","06 to 10","1571","Sep-2020"
"645","8 SAINT THOMAS","ST. THOMAS WALK","Condominium","09","CCR","Freehold","Resale","1","4906000","-","1690","Strata","16 to 20","2903","Sep-2020"
"646","DUET","HOLLAND ROAD","Condominium","10","CCR","Freehold","Resale","1","2650000","-","1744","Strata","06 to 10","1520","Sep-2020"
"647","CAIRNHILL CREST","CAIRNHILL CIRCLE","Condominium","09","CCR","Freehold","Resale","1","3600000","-","1733","Strata","11 to 15","2077","Sep-2020"
"648","JERVOIS REGENCY","JERVOIS ROAD","Apartment","10","CCR","Freehold","Resale","1","1520000","-","980","Strata","01 to 05","1552","Sep-2020"
"649","OLEANAS RESIDENCE","KIM YAM ROAD","Condominium","09","CCR","Freehold","Resale","1","2530000","-","1668","Strata","16 to 20","1516","Sep-2020"
"650","PARC EMILY","MOUNT EMILY ROAD","Condominium","09","CCR","Freehold","Resale","1","1675000","-","969","Strata","01 to 05","1729","Sep-2020"
"651","THE VERMONT ON CAIRNHILL","CAIRNHILL RISE","Apartment","09","CCR","Freehold","Resale","1","2088000","-","883","Strata","16 to 20","2366","Sep-2020"
"652","RV EDGE","SHANGHAI ROAD","Apartment","10","CCR","Freehold","Resale","1","780000","-","377","Strata","01 to 05","2070","Sep-2020"
"653","THE PIER AT ROBERTSON","MOHAMED SULTAN ROAD","Apartment","09","CCR","Freehold","Resale","1","1320000","-","678","Strata","06 to 10","1947","Sep-2020"
"654","PROXIMO","ROBIN ROAD","Apartment","10","CCR","Freehold","Resale","1","2020000","-","1119","Strata","06 to 10","1804","Sep-2020"
"655","MADISON RESIDENCES","BUKIT TIMAH ROAD","Condominium","10","CCR","Freehold","Resale","1","6200000","-","3218","Strata","11 to 15","1926","Sep-2020"
"656","NOUVEL 18","ANDERSON ROAD","Condominium","10","CCR","Freehold","Resale","1","7867000","-","2476","Strata","26 to 30","3178","Sep-2020"
"657","D'LEEDON","LEEDON HEIGHTS","Condominium","10","CCR","99 yrs lease commencing from 2010","Resale","1","1750000","-","1195","Strata","16 to 20","1465","Sep-2020"
"658","NEWTON EDGE","MAKEWAY AVENUE","Apartment","09","CCR","Freehold","Resale","1","1600000","-","915","Strata","06 to 10","1749","Sep-2020"
"659","THE MERCURY","SHANGHAI ROAD","Apartment","10","CCR","Freehold","Resale","1","1835000","-","1044","Strata","01 to 05","1757","Sep-2020"
