"S/N","Project Name","Street Name","Type","Postal District","Market Segment","Tenure","Type of Sale","No. of Units","Price ($)","Nett Price ($)","Area (Sqft)","Type of Area","Floor Level","Unit Price ($psf)","Date of Sale"
"120","KI RESIDENCES AT BROOKVALE","BROOKVALE DRIVE","Condominium","21","OCR","999 yrs lease commencing from 1885","New Sale","1","1693000","-","936","Strata","11 to 15","1808","Jan-2021"
"121","FORETT AT BUKIT TIMAH","TOH TUCK ROAD","Apartment","21","RCR","Freehold","New Sale","1","1433000","-","721","Strata","01 to 05","1987","Jan-2021"
"122","VERDALE","DE SOUZA AVENUE","Apartment","21","RCR","99 yrs lease commencing from 2018","New Sale","1","841800","-","474","Strata","01 to 05","1777","Jan-2021"
"123","KI RESIDENCES AT BROOKVALE","BROOKVALE DRIVE","Condominium","21","OCR","999 yrs lease commencing from 1885","New Sale","1","1410000","-","743","Strata","06 to 10","1898","Jan-2021"
"124","KI RESIDENCES AT BROOKVALE","BROOKVALE DRIVE","Condominium","21","OCR","999 yrs lease commencing from 1885","New Sale","1","2251000","-","1249","Strata","01 to 05","1803","Jan-2021"
"125","KI RESIDENCES AT BROOKVALE","BROOKVALE DRIVE","Condominium","21","OCR","999 yrs lease commencing from 1885","New Sale","1","1645000","-","936","Strata","06 to 10","1757","Jan-2021"
"126","DAINTREE RESIDENCE","TOH TUCK ROAD","Condominium","21","RCR","99 yrs lease commencing from 2017","New Sale","1","1968330","-","1206","Strata","01 to 05","1633","Jan-2021"
"127","THE CREEK @ BUKIT","TOH TUCK ROAD","Condominium","21","RCR","Freehold","Resale","1","810000","-","474","Strata","01 to 05","1710","Jan-2021"
"128","ECO SANCTUARY","CHESTNUT AVENUE","Condominium","23","OCR","99 yrs lease commencing from 2012","Resale","1","1270000","-","990","Strata","16 to 20","1282","Jan-2021"
"129","FORETT AT BUKIT TIMAH","TOH TUCK ROAD","Apartment","21","RCR","Freehold","New Sale","1","1409000","-","721","Strata","01 to 05","1954","Jan-2021"
"130","MAPLE WOODS","BUKIT TIMAH ROAD","Condominium","21","RCR","Freehold","Resale","1","3400000","-","1787","Strata","01 to 05","1903","Jan-2021"
"131","PARC PALAIS","HUME AVENUE","Condominium","21","OCR","Freehold","Resale","1","1633813","-","1238","Strata","06 to 10","1320","Jan-2021"
"132","ECO SANCTUARY","CHESTNUT AVENUE","Condominium","23","OCR","99 yrs lease commencing from 2012","Resale","1","865000","-","667","Strata","06 to 10","1296","Jan-2021"
"133","HILLVISTA","ELIZABETH DRIVE","Condominium","23","OCR","Freehold","Resale","1","1500000","-","1141","Strata","01 to 05","1315","Jan-2021"
"134","MAYSPRINGS","PETIR ROAD","Apartment","23","OCR","99 yrs lease commencing from 1994","Resale","1","1000000","-","1335","Strata","01 to 05","749","Jan-2021"
"135","HILLVIEW REGENCY","BUKIT BATOK EAST AVENUE 2","Condominium","23","OCR","99 yrs lease commencing from 2000","Resale","1","818000","-","969","Strata","01 to 05","844","Jan-2021"
"136","PARKVIEW APARTMENTS","BUKIT BATOK STREET 25","Apartment","23","OCR","99 yrs lease commencing from 1994","Resale","1","800000","-","980","Strata","11 to 15","817","Jan-2021"
"137","ROSEWOOD SUITES","ROSEWOOD DRIVE","Condominium","25","OCR","99 yrs lease commencing from 2008","Resale","1","1118000","-","1550","Strata","01 to 05","721","Jan-2021"
"138","CASA ESPERANZA","BUKIT TIMAH ROAD","Condominium","21","RCR","Freehold","Resale","1","2811000","-","1894","Strata","06 to 10","1484","Jan-2021"
"139","HILLBROOKS","HILLVIEW AVENUE","Condominium","23","OCR","Freehold","Resale","1","1200000","-","1098","Strata","06 to 10","1093","Jan-2021"
"140","THE DAIRY FARM","DAIRY FARM ROAD","Condominium","23","OCR","Freehold","Resale","1","1650000","-","1281","Strata","06 to 10","1288","Jan-2021"
"141","GARDENVISTA","DUNEARN ROAD","Condominium","21","RCR","99 yrs lease commencing from 1999","Resale","1","1710000","-","1173","Strata","01 to 05","1457","Jan-2021"
"142","WOODHAVEN","WOODGROVE AVENUE","Condominium","25","OCR","99 yrs lease commencing from 2011","Resale","1","660000","-","700","Strata","01 to 05","943","Jan-2021"
"143","LAKESIDE APARTMENTS","YUAN CHING ROAD","Apartment","22","OCR","99 yrs lease commencing from 1977","Resale","1","1050000","-","1518","Strata","01 to 05","692","Jan-2021"
"144","LAKEPOINT CONDOMINIUM","LAKEPOINT DRIVE","Condominium","22","OCR","99 yrs lease commencing from 1983","Resale","1","1450000","-","2217","Strata","01 to 05","654","Jan-2021"
"145","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","Condominium","22","OCR","99 yrs lease commencing from 2010","Resale","1","1350000","-","1033","Strata","06 to 10","1306","Jan-2021"
"146","PINE GROVE","PINE GROVE","Condominium","21","RCR","99 yrs lease commencing from 1984","Resale","1","1560000","-","1679","Strata","06 to 10","929","Jan-2021"
"147","GUILIN VIEW","BUKIT BATOK STREET 52","Condominium","23","OCR","99 yrs lease commencing from 1996","Resale","1","1450000","-","1572","Strata","21 to 25","923","Jan-2021"
"148","NOTTINGHILL SUITES","TOH TUCK ROAD","Apartment","21","RCR","Freehold","Resale","1","838000","-","581","Strata","01 to 05","1442","Jan-2021"
"149","PARC ROSEWOOD","ROSEWOOD DRIVE","Condominium","25","OCR","99 yrs lease commencing from 2011","Resale","1","523000","-","431","Strata","01 to 05","1215","Jan-2021"
"150","KI RESIDENCES AT BROOKVALE","BROOKVALE DRIVE","Condominium","21","OCR","999 yrs lease commencing from 1885","New Sale","1","1360000","-","753","Strata","06 to 10","1805","Jan-2021"
"151","FORETT AT BUKIT TIMAH","TOH TUCK ROAD","Apartment","21","RCR","Freehold","New Sale","1","1211000","-","570","Strata","06 to 10","2123","Jan-2021"
"152","PARC ROSEWOOD","ROSEWOOD DRIVE","Condominium","25","OCR","99 yrs lease commencing from 2011","Resale","1","530000","-","527","Strata","01 to 05","1005","Jan-2021"
"153","MI CASA","CHOA CHU KANG AVENUE 3","Condominium","23","OCR","99 yrs lease commencing from 2008","Resale","1","1170000","-","1324","Strata","06 to 10","884","Jan-2021"
