"S/N","Project Name","Street Name","Type","Postal District","Market Segment","Tenure","Type of Sale","No. of Units","Price ($)","Nett Price ($)","Area (Sqft)","Type of Area","Floor Level","Unit Price ($psf)","Date of Sale"
"28","PARC ROSEWOOD","ROSEWOOD DRIVE","Condominium","25","OCR","99 yrs lease commencing from 2011","Resale","1","510000","-","431","Strata","01 to 05","1185","Jan-2021"
"29","PARC ROSEWOOD","ROSEWOOD DRIVE","Condominium","25","OCR","99 yrs lease commencing from 2011","Resale","1","550000","-","506","Strata","01 to 05","1087","Jan-2021"
"30","PANDAN VALLEY","PANDAN VALLEY","Condominium","21","RCR","Freehold","Resale","1","3300000","-","3089","Strata","01 to 05","1068","Jan-2021"
"31","WOODHAVEN","WOODGROVE AVENUE","Condominium","25","OCR","99 yrs lease commencing from 2011","Resale","1","638800","-","592","Strata","01 to 05","1079","Jan-2021"
"32","PARC PALAIS","HUME AVENUE","Condominium","21","OCR","Freehold","Resale","1","1570000","-","1238","Strata","06 to 10","1268","Jan-2021"
"33","HILLVISTA","ELIZABETH DRIVE","Condominium","23","OCR","Freehold","Resale","1","1545000","-","1173","Strata","06 to 10","1317","Jan-2021"
"34","MAPLE WOODS","BUKIT TIMAH ROAD","Condominium","21","RCR","Freehold","Resale","1","5000000","-","2917","Strata","06 to 10","1714","Jan-2021"
"35","KINGSFORD . HILLVIEW PEAK","HILLVIEW RISE","Condominium","23","OCR","99 yrs lease commencing from 2012","Resale","1","1100000","-","829","Strata","11 to 15","1327","Jan-2021"
"36","SIGNATURE PARK","TOH TUCK ROAD","Condominium","21","RCR","Freehold","Resale","1","1950000","-","1421","Strata","01 to 05","1372","Jan-2021"
"37","THE LAKESHORE","JURONG WEST STREET 41","Condominium","22","OCR","99 yrs lease commencing from 2002","Resale","1","1111000","-","1109","Strata","01 to 05","1002","Jan-2021"
"38","THE CASCADIA","BUKIT TIMAH ROAD","Condominium","21","RCR","Freehold","Resale","1","1568000","-","883","Strata","01 to 05","1776","Jan-2021"
"39","NOTTINGHILL SUITES","TOH TUCK ROAD","Apartment","21","RCR","Freehold","Resale","1","670000","-","506","Strata","01 to 05","1324","Jan-2021"
"40","HILLION RESIDENCES","JELEBU ROAD","Apartment","23","OCR","99 yrs lease commencing from 2013","Resale","1","700000","-","463","Strata","16 to 20","1512","Jan-2021"
"41","HILLBROOKS","HILLVIEW AVENUE","Condominium","23","OCR","Freehold","Resale","1","1225000","-","1066","Strata","06 to 10","1150","Jan-2021"
"42","KINGSFORD . HILLVIEW PEAK","HILLVIEW RISE","Condominium","23","OCR","99 yrs lease commencing from 2012","Resale","1","705000","-","560","Strata","01 to 05","1260","Jan-2021"
"43","HILLBROOKS","HILLVIEW AVENUE","Condominium","23","OCR","Freehold","Resale","1","1470000","-","1335","Strata","06 to 10","1101","Jan-2021"
"44","HILLVIEW GREEN","HUME AVENUE","Condominium","21","OCR","999 yrs lease commencing from 1883","Resale","1","1650000","-","1582","Strata","01 to 05","1043","Jan-2021"
"45","HILLINGTON GREEN","HILLVIEW AVENUE","Condominium","23","OCR","999 yrs lease commencing from 1883","Resale","1","1655000","-","1356","Strata","06 to 10","1220","Jan-2021"
"46","THE TENNERY","WOODLANDS ROAD","Apartment","23","OCR","99 yrs lease commencing from 2010","Resale","1","698000","-","614","Strata","16 to 20","1138","Jan-2021"
"47","TREE HOUSE","CHESTNUT AVENUE","Condominium","23","OCR","99 yrs lease commencing from 2009","Resale","1","860000","-","807","Strata","11 to 15","1065","Jan-2021"
"48","THE SKYWOODS","DAIRY FARM HEIGHTS","Condominium","23","OCR","99 yrs lease commencing from 2012","Resale","1","815000","-","624","Strata","06 to 10","1305","Jan-2021"
"49","HILLVIEW PARK","HILLVIEW AVENUE","Condominium","23","OCR","Freehold","Resale","1","1600000","-","1324","Strata","01 to 05","1208","Jan-2021"
"50","HILLINGTON GREEN","HILLVIEW AVENUE","Condominium","23","OCR","999 yrs lease commencing from 1883","Resale","1","1848000","-","1528","Strata","06 to 10","1209","Jan-2021"
"51","CASHEW HEIGHTS CONDOMINIUM","CASHEW ROAD","Condominium","23","OCR","999 yrs lease commencing from 1882","Resale","1","2030000","-","1647","Strata","11 to 15","1233","Jan-2021"
"52","SUITES AT BUKIT TIMAH","JALAN JURONG KECHIL","Apartment","21","RCR","Freehold","Resale","1","610000","-","366","Strata","01 to 05","1667","Jan-2021"
"53","THE BEVERLY","TOH TUCK ROAD","Apartment","21","RCR","Freehold","Resale","1","2280000","-","2713","Strata","01 to 05","841","Jan-2021"
"54","LAKESIDE TOWER","YUAN CHING ROAD","Apartment","22","OCR","99 yrs lease commencing from 1975","Resale","1","1300000","-","1970","Strata","16 to 20","660","Jan-2021"
"55","MEADOWS @ PEIRCE","UPPER THOMSON ROAD","Condominium","26","OCR","Freehold","Resale","1","2424000","-","2594","Strata","01 to 05","934","Jan-2021"
"56","THE RAINTREE","BUKIT DRIVE","Condominium","21","OCR","99 yrs lease commencing from 2003","Resale","1","1488000","-","1302","Strata","06 to 10","1142","Jan-2021"
"57","THE CALROSE","YIO CHU KANG ROAD","Condominium","26","OCR","Freehold","Resale","1","1435000","-","1098","Strata","01 to 05","1307","Jan-2021"
"58","CASHEW PARK CONDOMINIUM","CASHEW ROAD","Condominium","23","OCR","999 yrs lease commencing from 1882","Resale","1","1460000","-","1367","Strata","01 to 05","1068","Jan-2021"
"59","FORESQUE RESIDENCES","PETIR ROAD","Condominium","23","OCR","99 yrs lease commencing from 2011","Resale","1","908000","-","732","Strata","16 to 20","1241","Jan-2021"
"60","CAVENDISH PARK","PINE GROVE","Condominium","21","RCR","99 yrs lease commencing from 1991","Resale","1","1500000","-","1227","Strata","11 to 15","1222","Jan-2021"
"61","CASABLANCA","ROSEWOOD DRIVE","Condominium","25","OCR","99 yrs lease commencing from 2001","Resale","1","815000","-","1195","Strata","01 to 05","682","Jan-2021"
"62","CLEMENTI PARK","SUNSET WAY","Condominium","21","OCR","Freehold","Resale","1","1100000","-","872","Strata","01 to 05","1262","Jan-2021"
"63","YEWTEE RESIDENCES","CHOA CHU KANG NORTH 6","Apartment","23","OCR","99 yrs lease commencing from 2006","Resale","1","1330000","-","1453","Strata","01 to 05","915","Jan-2021"
"64","PARKVIEW APARTMENTS","BUKIT BATOK STREET 25","Apartment","23","OCR","99 yrs lease commencing from 1994","Resale","1","790000","-","1130","Strata","01 to 05","699","Jan-2021"
"65","LAKEPOINT CONDOMINIUM","LAKEPOINT DRIVE","Condominium","22","OCR","99 yrs lease commencing from 1983","Resale","1","1850000","-","2734","Strata","11 to 15","677","Jan-2021"
"66","HILLION RESIDENCES","JELEBU ROAD","Apartment","23","OCR","99 yrs lease commencing from 2013","Resale","1","700000","-","463","Strata","06 to 10","1512","Jan-2021"
"67","PARC PALAIS","HUME AVENUE","Condominium","21","OCR","Freehold","Resale","1","1260000","-","1249","Strata","01 to 05","1009","Jan-2021"
"68","MAPLE WOODS","BUKIT TIMAH ROAD","Condominium","21","RCR","Freehold","Resale","1","4160000","-","2551","Strata","06 to 10","1631","Jan-2021"
"69","THE DAIRY FARM","DAIRY FARM ROAD","Condominium","23","OCR","Freehold","Resale","1","2410000","-","2131","Strata","01 to 05","1131","Jan-2021"
"70","GARDENVISTA","DUNEARN ROAD","Condominium","21","RCR","99 yrs lease commencing from 1999","Resale","1","1640000","-","1109","Strata","06 to 10","1479","Jan-2021"
"71","NORTHVALE","CHOA CHU KANG LOOP","Apartment","23","OCR","99 yrs lease commencing from 1995","Resale","1","970000","-","1292","Strata","06 to 10","751","Jan-2021"
"72","CAVENDISH PARK","PINE GROVE","Condominium","21","RCR","99 yrs lease commencing from 1991","Resale","1","1118000","-","958","Strata","06 to 10","1167","Jan-2021"
"73","CENTURY MANSIONS","JALAN REMAJA","Apartment","23","OCR","Freehold","Resale","1","936000","-","936","Strata","01 to 05","1000","Jan-2021"
"74","PANDAN VALLEY","PANDAN VALLEY","Condominium","21","RCR","Freehold","Resale","1","2230000","-","1647","Strata","06 to 10","1354","Jan-2021"
"75","PARKVIEW APARTMENTS","BUKIT BATOK STREET 25","Apartment","23","OCR","99 yrs lease commencing from 1994","Resale","1","800000","-","980","Strata","11 to 15","817","Jan-2021"
"76","THE MADEIRA","BUKIT BATOK STREET 31","Condominium","23","OCR","99 yrs lease commencing from 2000","Resale","1","1050000","-","1302","Strata","01 to 05","806","Jan-2021"
"77","PARC ROSEWOOD","ROSEWOOD DRIVE","Condominium","25","OCR","99 yrs lease commencing from 2011","Resale","1","498000","-","431","Strata","01 to 05","1157","Jan-2021"
"78","REGENT GROVE","CHOA CHU KANG NORTH 7","Condominium","23","OCR","99 yrs lease commencing from 1997","Resale","1","782000","-","1173","Strata","06 to 10","667","Jan-2021"
"79","GUILIN VIEW","BUKIT BATOK STREET 52","Condominium","23","OCR","99 yrs lease commencing from 1996","Resale","1","1060000","-","1281","Strata","21 to 25","828","Jan-2021"
"80","ECO SANCTUARY","CHESTNUT AVENUE","Condominium","23","OCR","99 yrs lease commencing from 2012","Resale","1","1270000","-","990","Strata","16 to 20","1282","Jan-2021"
"81","MAPLE WOODS","BUKIT TIMAH ROAD","Condominium","21","RCR","Freehold","Resale","1","3400000","-","1787","Strata","01 to 05","1903","Jan-2021"
"82","THE CREEK @ BUKIT","TOH TUCK ROAD","Condominium","21","RCR","Freehold","Resale","1","810000","-","474","Strata","01 to 05","1710","Jan-2021"
"83","PARC PALAIS","HUME AVENUE","Condominium","21","OCR","Freehold","Resale","1","1633813","-","1238","Strata","06 to 10","1320","Jan-2021"
"84","HILLVISTA","ELIZABETH DRIVE","Condominium","23","OCR","Freehold","Resale","1","1500000","-","1141","Strata","01 to 05","1315","Jan-2021"
"85","ECO SANCTUARY","CHESTNUT AVENUE","Condominium","23","OCR","99 yrs lease commencing from 2012","Resale","1","865000","-","667","Strata","06 to 10","1296","Jan-2021"
"86","PARKVIEW APARTMENTS","BUKIT BATOK STREET 25","Apartment","23","OCR","99 yrs lease commencing from 1994","Resale","1","800000","-","980","Strata","11 to 15","817","Jan-2021"
"87","ROSEWOOD SUITES","ROSEWOOD DRIVE","Condominium","25","OCR","99 yrs lease commencing from 2008","Resale","1","1118000","-","1550","Strata","01 to 05","721","Jan-2021"
"88","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","Condominium","22","OCR","99 yrs lease commencing from 2010","Resale","1","1080000","-","1238","Strata","01 to 05","872","Jan-2021"
"89","HILLVIEW REGENCY","BUKIT BATOK EAST AVENUE 2","Condominium","23","OCR","99 yrs lease commencing from 2000","Resale","1","818000","-","969","Strata","01 to 05","844","Jan-2021"
"90","MAYSPRINGS","PETIR ROAD","Apartment","23","OCR","99 yrs lease commencing from 1994","Resale","1","1000000","-","1335","Strata","01 to 05","749","Jan-2021"
"91","WOODHAVEN","WOODGROVE AVENUE","Condominium","25","OCR","99 yrs lease commencing from 2011","Resale","1","650000","-","635","Strata","01 to 05","1023","Jan-2021"
"92","HILLBROOKS","HILLVIEW AVENUE","Condominium","23","OCR","Freehold","Resale","1","1200000","-","1098","Strata","06 to 10","1093","Jan-2021"
"93","THE DAIRY FARM","DAIRY FARM ROAD","Condominium","23","OCR","Freehold","Resale","1","1650000","-","1281","Strata","06 to 10","1288","Jan-2021"
"94","GARDENVISTA","DUNEARN ROAD","Condominium","21","RCR","99 yrs lease commencing from 1999","Resale","1","1710000","-","1173","Strata","01 to 05","1457","Jan-2021"
"95","PINE GROVE","PINE GROVE","Condominium","21","RCR","99 yrs lease commencing from 1984","Resale","1","1560000","-","1679","Strata","06 to 10","929","Jan-2021"
"96","LAKEPOINT CONDOMINIUM","LAKEPOINT DRIVE","Condominium","22","OCR","99 yrs lease commencing from 1983","Resale","1","1450000","-","2217","Strata","01 to 05","654","Jan-2021"
"97","PARC ROSEWOOD","ROSEWOOD DRIVE","Condominium","25","OCR","99 yrs lease commencing from 2011","Resale","1","523000","-","431","Strata","01 to 05","1215","Jan-2021"
"98","WOODHAVEN","WOODGROVE AVENUE","Condominium","25","OCR","99 yrs lease commencing from 2011","Resale","1","660000","-","700","Strata","01 to 05","943","Jan-2021"
"99","CASA ESPERANZA","BUKIT TIMAH ROAD","Condominium","21","RCR","Freehold","Resale","1","2811000","-","1894","Strata","06 to 10","1484","Jan-2021"
"100","NOTTINGHILL SUITES","TOH TUCK ROAD","Apartment","21","RCR","Freehold","Resale","1","838000","-","581","Strata","01 to 05","1442","Jan-2021"
"101","LAKESIDE APARTMENTS","YUAN CHING ROAD","Apartment","22","OCR","99 yrs lease commencing from 1977","Resale","1","1050000","-","1518","Strata","01 to 05","692","Jan-2021"
"102","GUILIN VIEW","BUKIT BATOK STREET 52","Condominium","23","OCR","99 yrs lease commencing from 1996","Resale","1","1450000","-","1572","Strata","21 to 25","923","Jan-2021"
"103","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","Condominium","22","OCR","99 yrs lease commencing from 2010","Resale","1","1350000","-","1033","Strata","06 to 10","1306","Jan-2021"
"104","MI CASA","CHOA CHU KANG AVENUE 3","Condominium","23","OCR","99 yrs lease commencing from 2008","Resale","1","1238000","-","1292","Strata","06 to 10","958","Jan-2021"
"105","THE SKYWOODS","DAIRY FARM HEIGHTS","Condominium","23","OCR","99 yrs lease commencing from 2012","Resale","1","1280000","-","947","Strata","06 to 10","1351","Jan-2021"
"106","PANDAN VALLEY","PANDAN VALLEY","Condominium","21","RCR","Freehold","Resale","1","2400000","-","2024","Strata","01 to 05","1186","Jan-2021"
"107","THE MAYFAIR","JURONG EAST STREET 32","Condominium","22","OCR","99 yrs lease commencing from 1996","Resale","1","1035000","-","1227","Strata","06 to 10","843","Jan-2021"
"108","MI CASA","CHOA CHU KANG AVENUE 3","Condominium","23","OCR","99 yrs lease commencing from 2008","Resale","1","1170000","-","1324","Strata","06 to 10","884","Jan-2021"
"109","J GATEWAY","GATEWAY DRIVE","Condominium","22","OCR","99 yrs lease commencing from 2012","Resale","1","1580000","-","893","Strata","26 to 30","1769","Jan-2021"
"110","SUITES DE LAUREL","JALAN ANAK BUKIT","Apartment","21","RCR","999 yrs lease commencing from 1885","Resale","1","770000","-","474","Strata","01 to 05","1626","Jan-2021"
"111","THE CALROSE","YIO CHU KANG ROAD","Condominium","26","OCR","Freehold","Resale","1","2030000","-","2207","Strata","01 to 05","920","Jan-2021"
"112","PARC ROSEWOOD","ROSEWOOD DRIVE","Condominium","25","OCR","99 yrs lease commencing from 2011","Resale","1","530000","-","527","Strata","01 to 05","1005","Jan-2021"
"113","SUMMERHILL","HUME AVENUE","Condominium","21","OCR","Freehold","Resale","1","2900000","-","3261","Strata","06 to 10","889","Jan-2021"
"114","NORTHVALE","CHOA CHU KANG LOOP","Apartment","23","OCR","99 yrs lease commencing from 1995","Resale","1","925000","-","1270","Strata","11 to 15","728","Jan-2021"
"115","LAKEHOLMZ","CORPORATION ROAD","Condominium","22","OCR","99 yrs lease commencing from 2001","Resale","1","965000","-","1001","Strata","16 to 20","964","Jan-2021"
"116","J GATEWAY","GATEWAY DRIVE","Condominium","22","OCR","99 yrs lease commencing from 2012","Resale","1","866000","-","495","Strata","11 to 15","1749","Jan-2021"
"117","REGENT GROVE","CHOA CHU KANG NORTH 7","Condominium","23","OCR","99 yrs lease commencing from 1997","Resale","1","808000","-","1173","Strata","01 to 05","689","Jan-2021"
"118","J GATEWAY","GATEWAY DRIVE","Condominium","22","OCR","99 yrs lease commencing from 2012","Resale","1","1450000","-","947","Strata","01 to 05","1531","Jan-2021"
"119","PARC ROSEWOOD","ROSEWOOD DRIVE","Condominium","25","OCR","99 yrs lease commencing from 2011","Resale","1","500000","-","431","Strata","01 to 05","1161","Jan-2021"
"120","REGENT GROVE","CHOA CHU KANG NORTH 7","Condominium","23","OCR","99 yrs lease commencing from 1997","Resale","1","800000","-","1173","Strata","01 to 05","682","Jan-2021"
"121","MAYSPRINGS","PETIR ROAD","Apartment","23","OCR","99 yrs lease commencing from 1994","Resale","1","755000","-","807","Strata","16 to 20","935","Jan-2021"
"122","NATURA@HILLVIEW","HILLVIEW TERRACE","Apartment","23","OCR","Freehold","Resale","1","610000","-","452","Strata","06 to 10","1349","Jan-2021"
"123","THE CASCADIA","BUKIT TIMAH ROAD","Condominium","21","RCR","Freehold","Resale","1","1500000","-","883","Strata","06 to 10","1699","Jan-2021"
"124","TREE HOUSE","CHESTNUT AVENUE","Condominium","23","OCR","99 yrs lease commencing from 2009","Resale","1","915000","-","947","Strata","21 to 25","966","Jan-2021"
"125","HILLION RESIDENCES","JELEBU ROAD","Apartment","23","OCR","99 yrs lease commencing from 2013","Resale","1","640000","-","463","Strata","16 to 20","1383","Jan-2021"
"126","THE SKYWOODS","DAIRY FARM HEIGHTS","Condominium","23","OCR","99 yrs lease commencing from 2012","Resale","1","808000","-","624","Strata","06 to 10","1294","Dec-2020"
"127","NATURA@HILLVIEW","HILLVIEW TERRACE","Apartment","23","OCR","Freehold","Resale","1","714000","-","527","Strata","06 to 10","1354","Dec-2020"
"128","THE HILLFORD","JALAN JURONG KECHIL","Apartment","21","RCR","60 yrs lease commencing from 2013","Resale","1","605000","-","506","Strata","01 to 05","1196","Dec-2020"
"129","KAP RESIDENCES","KING ALBERT PARK","Apartment","21","RCR","Freehold","Resale","1","1850000","-","1249","Strata","06 to 10","1482","Dec-2020"
"130","LAKEHOLMZ","CORPORATION ROAD","Condominium","22","OCR","99 yrs lease commencing from 2001","Resale","1","1188800","-","1238","Strata","16 to 20","960","Dec-2020"
"131","PARC VISTA","CORPORATION ROAD","Condominium","22","OCR","99 yrs lease commencing from 1995","Resale","1","1090000","-","1313","Strata","11 to 15","830","Dec-2020"
"132","LAKEHOLMZ","CORPORATION ROAD","Condominium","22","OCR","99 yrs lease commencing from 2001","Resale","1","1105000","-","1249","Strata","06 to 10","885","Dec-2020"
"133","HILLVIEW REGENCY","BUKIT BATOK EAST AVENUE 2","Condominium","23","OCR","99 yrs lease commencing from 2000","Resale","1","815000","-","969","Strata","01 to 05","841","Dec-2020"
"134","MERALODGE","HILLVIEW AVENUE","Condominium","23","OCR","Freehold","Resale","1","1250000","-","1163","Strata","06 to 10","1075","Dec-2020"
"135","MI CASA","CHOA CHU KANG AVENUE 3","Condominium","23","OCR","99 yrs lease commencing from 2008","Resale","1","1200000","-","1259","Strata","16 to 20","953","Dec-2020"
"136","PARC VISTA","CORPORATION ROAD","Condominium","22","OCR","99 yrs lease commencing from 1995","Resale","1","888000","-","1055","Strata","01 to 05","842","Dec-2020"
"137","HILLINGTON GREEN","HILLVIEW AVENUE","Condominium","23","OCR","999 yrs lease commencing from 1883","Resale","1","1675000","-","1346","Strata","01 to 05","1245","Dec-2020"
"138","NATURA@HILLVIEW","HILLVIEW TERRACE","Apartment","23","OCR","Freehold","Resale","1","715000","-","527","Strata","06 to 10","1356","Dec-2020"
"139","THE CASCADIA","BUKIT TIMAH ROAD","Condominium","21","RCR","Freehold","Resale","1","1720000","-","990","Strata","06 to 10","1737","Dec-2020"
"140","PARC VISTA","CORPORATION ROAD","Condominium","22","OCR","99 yrs lease commencing from 1995","Resale","1","925000","-","1055","Strata","11 to 15","877","Dec-2020"
"141","THE SKYWOODS","DAIRY FARM HEIGHTS","Condominium","23","OCR","99 yrs lease commencing from 2012","Resale","1","1470000","-","1173","Strata","06 to 10","1253","Dec-2020"
"142","HILLVIEW HEIGHTS","HILLVIEW AVENUE","Condominium","23","OCR","Freehold","Resale","1","1655000","-","1270","Strata","06 to 10","1303","Dec-2020"
"143","PARC VISTA","CORPORATION ROAD","Condominium","22","OCR","99 yrs lease commencing from 1995","Resale","1","1105000","-","1281","Strata","11 to 15","863","Dec-2020"
"144","FLORIDIAN","BUKIT TIMAH ROAD","Condominium","21","RCR","Freehold","Resale","1","3100000","-","1658","Strata","06 to 10","1870","Dec-2020"
"145","REGENT GROVE","CHOA CHU KANG NORTH 7","Condominium","23","OCR","99 yrs lease commencing from 1997","Resale","1","780000","-","1173","Strata","06 to 10","665","Dec-2020"
"146","THE HILLIER","HILLVIEW RISE","Apartment","23","OCR","99 yrs lease commencing from 2011","Resale","1","980000","-","678","Strata","21 to 25","1445","Dec-2020"
"147","1 KING ALBERT PARK","KING ALBERT PARK","Condominium","21","RCR","Freehold","Resale","1","1900000","-","1281","Strata","01 to 05","1483","Dec-2020"
"148","SOUTHAVEN II","HINDHEDE WALK","Condominium","21","OCR","999 yrs lease commencing from 1877","Resale","1","1730000","-","1453","Strata","06 to 10","1191","Dec-2020"
"149","REGENT HEIGHTS","BUKIT BATOK EAST AVENUE 5","Condominium","23","OCR","99 yrs lease commencing from 1995","Resale","1","860000","-","1163","Strata","16 to 20","740","Dec-2020"
"150","MEADOWS @ PEIRCE","UPPER THOMSON ROAD","Condominium","26","OCR","Freehold","Resale","1","1595000","-","1270","Strata","01 to 05","1256","Dec-2020"
"151","ROSEWOOD","ROSEWOOD DRIVE","Condominium","25","OCR","99 yrs lease commencing from 2000","Resale","1","745000","-","1012","Strata","11 to 15","736","Dec-2020"
"152","MEADOWS @ PEIRCE","UPPER THOMSON ROAD","Condominium","26","OCR","Freehold","Resale","1","1920000","-","1722","Strata","01 to 05","1115","Dec-2020"
"153","PARC OASIS","JURONG EAST AVENUE 1","Condominium","22","OCR","99 yrs lease commencing from 1991","Resale","1","1370000","-","1507","Strata","06 to 10","909","Dec-2020"
"154","MI CASA","CHOA CHU KANG AVENUE 3","Condominium","23","OCR","99 yrs lease commencing from 2008","Resale","1","1140000","-","1324","Strata","06 to 10","861","Dec-2020"
"155","LAKEHOLMZ","CORPORATION ROAD","Condominium","22","OCR","99 yrs lease commencing from 2001","Resale","1","1155000","-","1249","Strata","06 to 10","925","Dec-2020"
"156","HILLVISTA","ELIZABETH DRIVE","Condominium","23","OCR","Freehold","Resale","1","1470000","-","1141","Strata","01 to 05","1288","Dec-2020"
"157","THE RAINTREE","BUKIT DRIVE","Condominium","21","OCR","99 yrs lease commencing from 2003","Resale","1","1350000","-","1281","Strata","06 to 10","1054","Dec-2020"
"158","THE HILLFORD","JALAN JURONG KECHIL","Apartment","21","RCR","60 yrs lease commencing from 2013","Resale","1","590000","-","506","Strata","06 to 10","1166","Dec-2020"
"159","THE STERLING","BUKIT TIMAH ROAD","Condominium","21","RCR","Freehold","Resale","1","2250000","-","1313","Strata","01 to 05","1713","Dec-2020"
"160","LAKE GRANDE","JURONG LAKE LINK","Condominium","22","OCR","99 yrs lease commencing from 2015","Resale","1","1280000","-","861","Strata","06 to 10","1486","Dec-2020"
"161","THE HILLIER","HILLVIEW RISE","Apartment","23","OCR","99 yrs lease commencing from 2011","Resale","1","1100000","-","807","Strata","11 to 15","1363","Dec-2020"
"162","PARC ROSEWOOD","ROSEWOOD DRIVE","Condominium","25","OCR","99 yrs lease commencing from 2011","Resale","1","630000","-","603","Strata","01 to 05","1045","Dec-2020"
