S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
1,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,778000,-,743,Strata,21 to 25,1048,Jan-21
2,CANBERRA RESIDENCES,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1292500,-,1528,Strata,01 to 05,846,Jan-21
3,THE GREENWICH,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2009,Resale,1,880000,-,883,Strata,01 to 05,997,Jan-21
4,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,880000,-,1206,Strata,06 to 10,730,Jan-21
5,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,Condominium,26,OCR,Freehold,Resale,1,2424000,-,2594,Strata,01 to 05,934,Jan-21
6,NIM GARDENS,NIM ROAD,Condominium,28,OCR,Freehold,Resale,1,1700000,-,1830,Strata,06 to 10,929,Jan-21
7,THE CALROSE,YIO CHU KANG ROAD,Condominium,26,OCR,Freehold,Resale,1,1435000,-,1098,Strata,01 to 05,1307,Jan-21
8,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,1270000,-,1195,Strata,01 to 05,1063,Jan-21
9,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,560000,-,452,Strata,06 to 10,1239,Jan-21
10,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,582000,-,452,Strata,01 to 05,1287,Jan-21
11,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,498000,-,431,Strata,01 to 05,1157,Jan-21
12,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,940000,-,1195,Strata,11 to 15,787,Jan-21
13,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,735000,-,570,Strata,06 to 10,1288,Jan-21
14,SUNRISE GARDENS,SUNRISE AVENUE,Condominium,28,OCR,99 yrs lease commencing from 1995,Resale,1,1088000,-,1464,Strata,01 to 05,743,Jan-21
15,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,930000,-,990,Strata,01 to 05,939,Jan-21
16,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1043000,-,980,Strata,01 to 05,1065,Jan-21
17,ROSEWOOD SUITES,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2008,Resale,1,1118000,-,1550,Strata,01 to 05,721,Jan-21
18,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,820000,-,861,Strata,06 to 10,952,Jan-21
19,WOODHAVEN,WOODGROVE AVENUE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,660000,-,700,Strata,01 to 05,943,Jan-21
20,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,523000,-,431,Strata,01 to 05,1215,Jan-21
21,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,530000,-,527,Strata,01 to 05,1005,Jan-21
22,THE CALROSE,YIO CHU KANG ROAD,Condominium,26,OCR,Freehold,Resale,1,2030000,-,2207,Strata,01 to 05,920,Jan-21
23,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,828000,-,861,Strata,01 to 05,962,Jan-21
24,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1050000,-,850,Strata,21 to 25,1235,Jan-21
25,NIM GARDENS,NIM ROAD,Condominium,28,OCR,Freehold,Resale,1,1660000,-,1830,Strata,06 to 10,907,Jan-21
26,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,500000,-,431,Strata,01 to 05,1161,Jan-21
27,SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,Condominium,28,OCR,99 yrs lease commencing from 1997,Resale,1,1580000,-,2067,Strata,01 to 05,765,Dec-20
28,SELETARIS,SEMBAWANG ROAD,Condominium,27,OCR,Freehold,Resale,1,1200000,-,1378,Strata,01 to 05,871,Dec-20
29,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,590000,-,592,Strata,01 to 05,997,Dec-20
30,SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,Condominium,28,OCR,99 yrs lease commencing from 1997,Resale,1,1172000,-,1496,Strata,01 to 05,783,Dec-20
31,SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,Condominium,28,OCR,99 yrs lease commencing from 1997,Resale,1,980000,-,1302,Strata,01 to 05,752,Dec-20
32,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,1180000,-,1130,Strata,11 to 15,1044,Dec-20
33,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,Condominium,26,OCR,Freehold,Resale,1,1595000,-,1270,Strata,01 to 05,1256,Dec-20
34,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,762000,-,581,Strata,11 to 15,1311,Dec-20
35,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,958000,-,872,Strata,01 to 05,1099,Dec-20
36,SKIES MILTONIA,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2012,Resale,1,1120000,-,1076,Strata,11 to 15,1041,Dec-20
37,SYMPHONY SUITES,YISHUN CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2014,Resale,1,731000,-,689,Strata,01 to 05,1061,Dec-20
38,ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2000,Resale,1,745000,-,1012,Strata,11 to 15,736,Dec-20
39,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,920000,-,1152,Strata,11 to 15,799,Dec-20
40,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,Condominium,26,OCR,Freehold,Resale,1,1920000,-,1722,Strata,01 to 05,1115,Dec-20
41,THE NAUTICAL,JALAN SENDUDOK,Condominium,27,OCR,99 yrs lease commencing from 2011,Resale,1,988888,-,1119,Strata,01 to 05,883,Dec-20
42,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1268888,-,1044,Strata,16 to 20,1215,Dec-20
43,SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,Condominium,28,OCR,99 yrs lease commencing from 1997,Resale,1,1420000,-,2077,Strata,01 to 05,684,Dec-20
44,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,1175000,-,1173,Strata,11 to 15,1001,Dec-20
45,NORTHWOOD,JALAN MATA AYER,Condominium,27,OCR,Freehold,Resale,1,1638888,-,1991,Strata,01 to 05,823,Dec-20
46,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,630000,-,603,Strata,01 to 05,1045,Dec-20
47,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,835000,-,1206,Strata,06 to 10,693,Dec-20
48,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,700000,-,807,Strata,01 to 05,867,Dec-20
49,WOODGROVE CONDOMINIUM,WOODGROVE DRIVE,Condominium,25,OCR,99 yrs lease commencing from 1997,Resale,1,815000,-,1184,Strata,01 to 05,688,Dec-20
50,EUPHONY GARDENS,JALAN MATA AYER,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1100000,-,2196,Strata,01 to 05,501,Dec-20
51,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,645000,-,592,Strata,11 to 15,1089,Dec-20
52,SELETAR PARK RESIDENCE,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2011,Resale,1,1215000,-,1507,Strata,01 to 05,806,Dec-20
53,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,848000,-,1141,Strata,06 to 10,743,Dec-20
54,THE CALROSE,YIO CHU KANG ROAD,Condominium,26,OCR,Freehold,Resale,1,2500000,-,2551,Strata,01 to 05,980,Dec-20
55,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1430000,-,1238,Strata,06 to 10,1155,Dec-20
56,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,728000,-,958,Strata,11 to 15,760,Dec-20
57,THE SENSORIA,JALAN ULU SEMBAWANG,Condominium,27,OCR,Freehold,Resale,1,1758000,-,2282,Strata,01 to 05,770,Dec-20
58,SELETARIS,SEMBAWANG ROAD,Condominium,27,OCR,Freehold,Resale,1,1720000,-,1981,Strata,01 to 05,868,Dec-20
59,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,505000,-,431,Strata,01 to 05,1173,Dec-20
60,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,748000,-,581,Strata,11 to 15,1287,Dec-20
61,SUNRISE GARDENS,SUNRISE AVENUE,Condominium,28,OCR,99 yrs lease commencing from 1995,Resale,1,1450000,-,2034,Strata,01 to 05,713,Dec-20
62,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1038000,-,1378,Strata,06 to 10,753,Dec-20
63,ROSEWOOD SUITES,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2008,Resale,1,630000,-,710,Strata,01 to 05,887,Dec-20
64,FOREST HILLS CONDOMINIUM,TRANSIT ROAD,Condominium,26,OCR,99 yrs lease commencing from 2000,Resale,1,958000,-,1227,Strata,01 to 05,781,Dec-20
65,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,Condominium,26,OCR,Freehold,Resale,1,1450000,-,1195,Strata,06 to 10,1214,Dec-20
66,CASABLANCA,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2001,Resale,1,808000,-,1195,Strata,01 to 05,676,Dec-20
67,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,910000,-,1216,Strata,06 to 10,748,Dec-20
68,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,980000,-,947,Strata,21 to 25,1035,Dec-20
69,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1220000,-,980,Strata,06 to 10,1246,Dec-20
70,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,1130000,-,1216,Strata,06 to 10,929,Dec-20
71,BULLION PARK,LENTOR LOOP,Condominium,26,OCR,Freehold,Resale,1,1520000,-,1259,Strata,11 to 15,1207,Dec-20
72,CANBERRA RESIDENCES,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1540000,-,1938,Strata,01 to 05,795,Dec-20
73,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1070000,-,1378,Strata,11 to 15,777,Dec-20
74,ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2000,Resale,1,865000,-,1173,Strata,11 to 15,737,Dec-20
75,ROSEWOOD SUITES,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2008,Resale,1,730000,-,915,Strata,01 to 05,798,Dec-20
76,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,520000,-,431,Strata,01 to 05,1208,Dec-20
77,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,1150000,-,1130,Strata,01 to 05,1018,Dec-20
78,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,945000,-,1378,Strata,11 to 15,686,Dec-20
79,THE NAUTICAL,JALAN SENDUDOK,Condominium,27,OCR,99 yrs lease commencing from 2011,Resale,1,552000,-,441,Strata,01 to 05,1251,Dec-20
80,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,755000,-,958,Strata,11 to 15,788,Dec-20
81,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,850000,-,947,Strata,06 to 10,897,Dec-20
82,SELETARIS,SEMBAWANG ROAD,Condominium,27,OCR,Freehold,Resale,1,965000,-,1163,Strata,01 to 05,830,Dec-20
83,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,839000,-,667,Strata,11 to 15,1257,Dec-20
84,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,Condominium,26,OCR,Freehold,Resale,1,1580000,-,1195,Strata,11 to 15,1322,Dec-20
85,SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,Condominium,28,OCR,99 yrs lease commencing from 1997,Resale,1,1260000,-,1582,Strata,01 to 05,796,Dec-20
86,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,535000,-,517,Strata,01 to 05,1035,Dec-20
87,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,648000,-,538,Strata,01 to 05,1204,Dec-20
88,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1200000,-,1152,Strata,11 to 15,1042,Dec-20
89,THE GREENWICH,SELETAR ROAD,Condominium,28,OCR,99 yrs lease commencing from 2009,Resale,1,870000,-,904,Strata,01 to 05,962,Dec-20
90,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,875000,-,710,Strata,16 to 20,1232,Dec-20
91,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,850000,-,883,Strata,01 to 05,963,Dec-20
92,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,1580000,-,1528,Strata,11 to 15,1034,Dec-20
93,ROSEWOOD SUITES,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2008,Resale,1,850000,-,990,Strata,01 to 05,858,Dec-20
94,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1030000,-,1173,Strata,01 to 05,878,Dec-20
95,GRANDE VISTA,CACTUS DRIVE,Condominium,28,OCR,999 yrs lease commencing from 1886,Resale,1,1795000,-,1636,Strata,06 to 10,1097,Dec-20
96,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,1518000,-,1378,Strata,01 to 05,1102,Dec-20
97,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,530000,-,549,Strata,01 to 05,965,Dec-20
98,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,1165000,-,1572,Strata,11 to 15,741,Dec-20
99,THE CALROSE,YIO CHU KANG ROAD,Condominium,26,OCR,Freehold,Resale,1,1330000,-,969,Strata,01 to 05,1373,Dec-20
100,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,950000,-,1023,Strata,01 to 05,929,Dec-20
101,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,1350000,-,1733,Strata,11 to 15,779,Dec-20
102,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,825000,-,947,Strata,06 to 10,871,Dec-20
103,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,920000,-,1195,Strata,06 to 10,770,Nov-20
104,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1150000,-,1055,Strata,11 to 15,1090,Nov-20
105,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,888000,-,990,Strata,01 to 05,897,Nov-20
106,SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,Condominium,28,OCR,99 yrs lease commencing from 1997,Resale,1,960000,-,1335,Strata,01 to 05,719,Nov-20
107,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,790000,-,721,Strata,16 to 20,1095,Nov-20
108,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,960000,-,1216,Strata,01 to 05,789,Nov-20
109,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,1180000,-,1173,Strata,11 to 15,1006,Nov-20
110,SUNRISE GARDENS,SUNRISE AVENUE,Condominium,28,OCR,99 yrs lease commencing from 1995,Resale,1,795000,-,1033,Strata,01 to 05,769,Nov-20
111,THE CALROSE,YIO CHU KANG ROAD,Condominium,26,OCR,Freehold,Resale,1,2368000,-,2185,Strata,01 to 05,1084,Nov-20
112,EUPHONY GARDENS,JALAN MATA AYER,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,650000,-,764,Strata,01 to 05,851,Nov-20
113,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,778000,-,689,Strata,16 to 20,1129,Nov-20
114,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,755000,-,592,Strata,21 to 25,1275,Nov-20
115,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,1550000,-,1593,Strata,01 to 05,973,Nov-20
116,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,Condominium,26,OCR,Freehold,Resale,1,2680000,-,2680,Strata,01 to 05,1000,Nov-20
117,WOODGROVE CONDOMINIUM,WOODGROVE DRIVE,Condominium,25,OCR,99 yrs lease commencing from 1997,Resale,1,855000,-,1238,Strata,01 to 05,691,Nov-20
118,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1020000,-,1324,Strata,11 to 15,770,Nov-20
119,BULLION PARK,LENTOR LOOP,Condominium,26,OCR,Freehold,Resale,1,1290000,-,1259,Strata,01 to 05,1024,Nov-20
120,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,1500000,-,1270,Strata,21 to 25,1181,Nov-20
121,CASABLANCA,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2001,Resale,1,745000,-,936,Strata,11 to 15,796,Nov-20
122,THOMSON GROVE,YIO CHU KANG ROAD,Condominium,26,OCR,Freehold,Resale,1,1800000,-,1485,Strata,01 to 05,1212,Nov-20
123,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,865000,-,926,Strata,11 to 15,934,Nov-20
124,SEASONS PARK,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1995,Resale,1,850000,-,1044,Strata,06 to 10,814,Nov-20
125,EUPHONY GARDENS,JALAN MATA AYER,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,828000,-,1281,Strata,01 to 05,646,Nov-20
126,EIGHT COURTYARDS,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,885888,-,861,Strata,11 to 15,1029,Nov-20
127,SELETARIS,SEMBAWANG ROAD,Condominium,27,OCR,Freehold,Resale,1,1200000,-,1346,Strata,01 to 05,892,Nov-20
128,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,552000,-,527,Strata,01 to 05,1047,Nov-20
129,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,560000,-,506,Strata,01 to 05,1107,Nov-20
130,THE ESTUARY,YISHUN AVENUE 1,Condominium,27,OCR,99 yrs lease commencing from 2008,Resale,1,1440000,-,1528,Strata,01 to 05,942,Nov-20
131,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,635000,-,603,Strata,01 to 05,1053,Nov-20
132,BULLION PARK,LENTOR LOOP,Condominium,26,OCR,Freehold,Resale,1,1435000,-,1238,Strata,11 to 15,1159,Nov-20
133,SERENITY PARK,TAMARIND ROAD,Condominium,28,OCR,Freehold,Resale,1,1438888,-,1324,Strata,01 to 05,1087,Nov-20
134,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,1050000,-,1399,Strata,06 to 10,750,Nov-20
135,YISHUN SAPPHIRE,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,910000,-,1216,Strata,01 to 05,748,Nov-20
136,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,885000,-,1130,Strata,01 to 05,783,Nov-20
137,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1380000,-,1238,Strata,06 to 10,1115,Nov-20
138,SELETARIS,SEMBAWANG ROAD,Condominium,27,OCR,Freehold,Resale,1,1215000,-,1346,Strata,01 to 05,903,Nov-20
139,CASABLANCA,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2001,Resale,1,840000,-,1119,Strata,16 to 20,750,Nov-20
140,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,1138888,-,1141,Strata,01 to 05,998,Nov-20
141,ORCHID PARK CONDOMINIUM,YISHUN STREET 81,Condominium,27,OCR,99 yrs lease commencing from 1991,Resale,1,820000,-,1141,Strata,06 to 10,719,Nov-20
142,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,518000,-,517,Strata,01 to 05,1003,Nov-20
143,CASABLANCA,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2001,Resale,1,715000,-,926,Strata,06 to 10,772,Nov-20
144,RIVERTREES RESIDENCES,FERNVALE CLOSE,Apartment,28,OCR,99 yrs lease commencing from 2013,Resale,1,848888,-,700,Strata,11 to 15,1213,Nov-20
145,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1680000,-,1421,Strata,16 to 20,1182,Nov-20
146,THE CALROSE,YIO CHU KANG ROAD,Condominium,26,OCR,Freehold,Resale,1,1608000,-,1302,Strata,01 to 05,1235,Nov-20
147,CASTLE GREEN,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1993,Resale,1,880000,-,947,Strata,06 to 10,929,Nov-20
148,SEASONS PARK,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1995,Resale,1,1450000,-,1550,Strata,11 to 15,935,Nov-20
149,ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2000,Resale,1,870000,-,1173,Strata,11 to 15,742,Nov-20
150,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,1248000,-,1130,Strata,16 to 20,1104,Nov-20
151,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,783000,-,689,Strata,16 to 20,1137,Nov-20
152,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,735000,-,570,Strata,06 to 10,1288,Nov-20
153,YISHUN EMERALD,CANBERRA DRIVE,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,855000,-,1184,Strata,11 to 15,722,Nov-20
154,PARC ROSEWOOD,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2011,Resale,1,638000,-,603,Strata,01 to 05,1058,Nov-20
155,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,625000,-,592,Strata,01 to 05,1056,Nov-20
156,SYMPHONY SUITES,YISHUN CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2014,Resale,1,755000,-,689,Strata,01 to 05,1096,Nov-20
157,THE MILTONIA RESIDENCES,MILTONIA CLOSE,Condominium,27,OCR,99 yrs lease commencing from 2010,Resale,1,775000,-,840,Strata,01 to 05,923,Nov-20
158,ROSEWOOD SUITES,ROSEWOOD DRIVE,Condominium,25,OCR,99 yrs lease commencing from 2008,Resale,1,1400000,-,2303,Strata,01 to 05,608,Nov-20
159,H2O RESIDENCES,FERNVALE LINK,Condominium,28,OCR,99 yrs lease commencing from 2010,Resale,1,915000,-,883,Strata,16 to 20,1037,Nov-20
160,EUPHONY GARDENS,JALAN MATA AYER,Condominium,27,OCR,99 yrs lease commencing from 1998,Resale,1,960000,-,1464,Strata,01 to 05,656,Nov-20
161,THE CALROSE,YIO CHU KANG ROAD,Condominium,26,OCR,Freehold,Resale,1,1628000,-,1249,Strata,01 to 05,1304,Nov-20
162,RIVERBANK @ FERNVALE,FERNVALE CLOSE,Condominium,28,OCR,99 yrs lease commencing from 2013,Resale,1,1185000,-,1055,Strata,11 to 15,1123,Nov-20
163,SEASONS PARK,YIO CHU KANG ROAD,Condominium,26,OCR,99 yrs lease commencing from 1995,Resale,1,1050000,-,1346,Strata,01 to 05,780,Nov-20
164,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,1000000,-,893,Strata,06 to 10,1119,Nov-20
165,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,880000,-,700,Strata,06 to 10,1258,Nov-20
166,HIGH PARK RESIDENCES,FERNVALE ROAD,Apartment,28,OCR,99 yrs lease commencing from 2014,Resale,1,800000,-,667,Strata,01 to 05,1199,Nov-20
