"S/N","Project Name","Street Name","Type","Postal District","Market Segment","Tenure","Type of Sale","No. of Units","Price ($)","Nett Price ($)","Area (Sqft)","Type of Area","Floor Level","Unit Price ($psf)","Date of Sale"
"74","PULLMAN RESIDENCES NEWTON","DUNEARN ROAD","Apartment","11","CCR","Freehold","New Sale","1","3350000","-","1281","Strata","06 to 10","2615","Jan-2021"
"75","TANJONG RIA CONDOMINIUM","TANJONG RHU ROAD","Condominium","15","RCR","99 yrs lease commencing from 1993","Resale","1","1335000","-","1206","Strata","01 to 05","1107","Jan-2021"
"76","THE LINE @ TANJONG RHU","TANJONG RHU ROAD","Condominium","15","RCR","Freehold","Resale","1","2235000","-","1055","Strata","11 to 15","2119","Jan-2021"
"77","SKY@ELEVEN","THOMSON LANE","Condominium","11","CCR","Freehold","Resale","1","4503888","-","2713","Strata","11 to 15","1660","Jan-2021"
"78","ONE LEICESTER","LEICESTER ROAD","Condominium","13","RCR","Freehold","Resale","1","1200000","-","915","Strata","11 to 15","1312","Jan-2021"
"79","GEM RESIDENCES","LORONG 5 TOA PAYOH","Condominium","12","RCR","99 yrs lease commencing from 2015","Sub Sale","1","1650000","-","936","Strata","36 to 40","1762","Jan-2021"
"80","MODA","EAST COAST ROAD","Apartment","15","RCR","Freehold","Resale","1","1600000","-","969","Strata","06 to 10","1652","Jan-2021"
"81","PROSPERO VILLE","LORONG K TELOK KURAU","Apartment","15","OCR","Freehold","Resale","1","1040000","-","1076","Strata","01 to 05","966","Jan-2021"
"82","MEYER MANSION","MEYER ROAD","Apartment","15","RCR","Freehold","New Sale","1","3897600","3878112","1496","Strata","16 to 20","2592","Jan-2021"
"83","SIMSVILLE","GEYLANG EAST AVENUE 2","Condominium","14","RCR","99 yrs lease commencing from 1994","Resale","1","1000000","-","980","Strata","01 to 05","1021","Jan-2021"
"84","SUITES @ SIMS","SIMS AVENUE","Apartment","14","RCR","Freehold","Resale","1","530000","-","355","Strata","01 to 05","1492","Jan-2021"
"85","AIRSTREAM","ST. MICHAEL'S ROAD","Apartment","12","RCR","Freehold","Resale","1","658000","-","495","Strata","01 to 05","1329","Jan-2021"
"86","CENTRA LOFT","LORONG 35 GEYLANG","Apartment","14","RCR","Freehold","Resale","1","663000","-","484","Strata","01 to 05","1369","Jan-2021"
"87","PEBBLE BAY","TANJONG RHU ROAD","Condominium","15","RCR","99 yrs lease commencing from 1994","Resale","1","2630000","-","1894","Strata","06 to 10","1388","Jan-2021"
"88","NEWTON ONE","NEWTON ROAD","Condominium","11","CCR","Freehold","Resale","1","5080000","-","2411","Strata","26 to 30","2107","Jan-2021"
"89","BLU CORAL","LORONG L TELOK KURAU","Condominium","15","OCR","Freehold","Resale","1","1803400","-","2099","Strata","01 to 05","859","Jan-2021"
"90","ASTORIA PARK","LORONG MYDIN","Condominium","14","OCR","99 yrs lease commencing from 1993","Resale","1","960000","-","958","Strata","01 to 05","1002","Jan-2021"
"91","ESPIRA SUITES","LORONG G TELOK KURAU","Apartment","15","OCR","Freehold","Resale","1","898000","-","678","Strata","01 to 05","1324","Jan-2021"
"92","COTE D'AZUR","MARINE PARADE ROAD","Condominium","15","RCR","99 yrs lease commencing from 2001","Resale","1","2200000","-","1679","Strata","01 to 05","1310","Jan-2021"
"93","FYVE DERBYSHIRE","DERBYSHIRE ROAD","Apartment","11","CCR","Freehold","New Sale","1","1790000","-","797","Strata","01 to 05","2247","Jan-2021"
"94","SKYSUITES17","JALAN RAJAH","Apartment","12","RCR","Freehold","Resale","1","1498000","-","1066","Strata","11 to 15","1406","Jan-2021"
"95","COTE D'AZUR","MARINE PARADE ROAD","Condominium","15","RCR","99 yrs lease commencing from 2001","Resale","1","1595000","-","1152","Strata","16 to 20","1385","Jan-2021"
"96","MANDARIN GARDENS","SIGLAP ROAD","Condominium","15","OCR","99 yrs lease commencing from 1982","Resale","1","2180000","-","2034","Strata","16 to 20","1072","Jan-2021"
"97","SIMS URBAN OASIS","SIMS DRIVE","Condominium","14","RCR","99 yrs lease commencing from 2014","Resale","1","1635000","-","1033","Strata","06 to 10","1582","Jan-2021"
"98","PEBBLE BAY","TANJONG RHU ROAD","Condominium","15","RCR","99 yrs lease commencing from 1994","Resale","1","3126000","-","1894","Strata","11 to 15","1650","Jan-2021"
"99","MONTEBLEU","MINBU ROAD","Condominium","11","CCR","Freehold","Resale","1","935000","-","570","Strata","06 to 10","1639","Jan-2021"
"100","COASTLINE RESIDENCES","AMBER ROAD","Apartment","15","RCR","Freehold","New Sale","1","1933000","-","721","Strata","11 to 15","2680","Jan-2021"
"101","MODA","EAST COAST ROAD","Apartment","15","RCR","Freehold","Resale","1","1590000","-","969","Strata","11 to 15","1641","Jan-2021"
"102","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","Apartment","13","RCR","99 yrs lease commencing from 2014","Resale","1","730000","-","420","Strata","06 to 10","1739","Jan-2021"
"103","LAGOON VIEW","MARINE PARADE ROAD","Apartment","15","OCR","99 yrs lease commencing from 1977","Resale","1","1570000","-","1647","Strata","06 to 10","953","Jan-2021"
"104","NIN RESIDENCE","PHENG GECK AVENUE","Apartment","13","RCR","99 yrs lease commencing from 2010","Resale","1","1670000","-","1281","Strata","06 to 10","1304","Jan-2021"
"105","NINETEEN SHELFORD ROAD","SHELFORD ROAD","Condominium","11","CCR","Freehold","Resale","1","2255000","-","1604","Strata","01 to 05","1406","Jan-2021"
"106","THE SOUND","EAST COAST ROAD","Condominium","15","OCR","Freehold","Resale","1","1305000","-","840","Strata","01 to 05","1554","Jan-2021"
"107","THE ARCADIA","ARCADIA ROAD","Condominium","11","CCR","99 yrs lease commencing from 1979","Resale","1","3535000","-","3757","Strata","01 to 05","941","Jan-2021"
"108","THE LINE @ TANJONG RHU","TANJONG RHU ROAD","Condominium","15","RCR","Freehold","Resale","1","2553600","-","1216","Strata","06 to 10","2099","Jan-2021"
"109","FYVE DERBYSHIRE","DERBYSHIRE ROAD","Apartment","11","CCR","Freehold","New Sale","1","1490000","-","657","Strata","01 to 05","2269","Jan-2021"
"110","D'GALLERY","JALAN MASJID","Apartment","14","OCR","Freehold","Resale","1","746000","-","527","Strata","01 to 05","1414","Jan-2021"
"111","THE ARIZON","GEYLANG ROAD","Apartment","14","RCR","Freehold","Resale","1","800000","-","829","Strata","01 to 05","965","Jan-2021"
"112","TEMBELINA","TEMBELING ROAD","Apartment","15","RCR","Freehold","Resale","1","1250000","-","1076","Strata","01 to 05","1161","Jan-2021"
"113","PARK COLONIAL","WOODLEIGH LANE","Condominium","13","RCR","99 yrs lease commencing from 2017","New Sale","1","1338000","-","678","Strata","01 to 05","1973","Jan-2021"
"114","THE WOODLEIGH RESIDENCES","BIDADARI PARK DRIVE","Apartment","13","RCR","99 yrs lease commencing from 2017","New Sale","1","1577000","-","721","Strata","11 to 15","2187","Jan-2021"
"115","26 NEWTON","NEWTON ROAD","Apartment","11","CCR","Freehold","Resale","1","1906730","-","775","Strata","21 to 25","2460","Jan-2021"
"116","SEASIDE RESIDENCES","SIGLAP LINK","Apartment","15","OCR","99 yrs lease commencing from 2016","Sub Sale","1","855000","-","420","Strata","06 to 10","2037","Jan-2021"
"117","ESCADA VIEW","LENGKONG EMPAT","Condominium","14","OCR","Freehold","Resale","1","838000","-","840","Strata","06 to 10","998","Jan-2021"
"118","SKY GREEN","MACPHERSON ROAD","Condominium","13","RCR","Freehold","Resale","1","1750000","-","1163","Strata","11 to 15","1505","Jan-2021"
"119","NINETEEN SHELFORD ROAD","SHELFORD ROAD","Condominium","11","CCR","Freehold","Resale","1","1550000","-","936","Strata","01 to 05","1655","Jan-2021"
"120","FLAMINGO VALLEY","SIGLAP ROAD","Condominium","15","OCR","Freehold","Resale","1","3660000","-","2680","Strata","01 to 05","1366","Jan-2021"
"121","EIGHT RIVERSUITES","WHAMPOA EAST","Condominium","12","RCR","99 yrs lease commencing from 2011","Resale","1","1440000","-","980","Strata","16 to 20","1470","Jan-2021"
"122","GALLERY 8","PULASAN ROAD","Apartment","15","RCR","Freehold","Resale","1","1550000","-","1206","Strata","01 to 05","1286","Jan-2021"
"123","AMBER PARK","AMBER GARDENS","Condominium","15","RCR","Freehold","New Sale","1","2413800","-","947","Strata","16 to 20","2548","Jan-2021"
"124","AMBER PARK","AMBER GARDENS","Condominium","15","RCR","Freehold","New Sale","1","1799010","-","743","Strata","01 to 05","2422","Jan-2021"
"125","THE WOODLEIGH RESIDENCES","BIDADARI PARK DRIVE","Apartment","13","RCR","99 yrs lease commencing from 2017","New Sale","1","1349000","-","689","Strata","11 to 15","1958","Jan-2021"
"126","M21","MANDALAY ROAD","Apartment","11","CCR","Freehold","Resale","1","1630000","-","1066","Strata","06 to 10","1530","Jan-2021"
"127","URBAN TREASURES","JALAN EUNOS","Condominium","14","OCR","Freehold","New Sale","1","1063000","-","517","Strata","11 to 15","2057","Jan-2021"
"128","VERTICUS","JALAN KEMAMAN","Apartment","12","RCR","Freehold","New Sale","1","1530000","-","753","Strata","11 to 15","2031","Jan-2021"
"129","PARK COLONIAL","WOODLEIGH LANE","Condominium","13","RCR","99 yrs lease commencing from 2017","New Sale","1","1874000","-","980","Strata","06 to 10","1913","Jan-2021"
"130","PULLMAN RESIDENCES NEWTON","DUNEARN ROAD","Apartment","11","CCR","Freehold","New Sale","1","1295200","-","463","Strata","06 to 10","2798","Jan-2021"
"131","AMBER PARK","AMBER GARDENS","Condominium","15","RCR","Freehold","New Sale","1","1193600","-","484","Strata","11 to 15","2464","Jan-2021"
"132","URBAN TREASURES","JALAN EUNOS","Condominium","14","OCR","Freehold","New Sale","1","1317000","-","657","Strata","06 to 10","2006","Jan-2021"
"133","SANCTUARY GREEN","TANJONG RHU ROAD","Condominium","15","RCR","99 yrs lease commencing from 1997","Resale","1","1010000","-","786","Strata","01 to 05","1285","Jan-2021"
"134","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","Apartment","13","RCR","99 yrs lease commencing from 2014","Resale","1","718000","-","420","Strata","06 to 10","1710","Jan-2021"
"135","WATERBANK AT DAKOTA","DAKOTA CRESCENT","Condominium","14","RCR","99 yrs lease commencing from 2009","Resale","1","1880000","-","1130","Strata","16 to 20","1663","Jan-2021"
"136","BELLA CASITA","IPOH LANE","Apartment","15","RCR","Freehold","Resale","1","720000","-","506","Strata","16 to 20","1423","Jan-2021"
"137","HAIG ELEVEN","HAIG AVENUE","Apartment","15","RCR","Freehold","Resale","1","1800000","-","1561","Strata","01 to 05","1153","Jan-2021"
"138","SUITES TWENTY-TWO","LORONG G TELOK KURAU","Apartment","15","OCR","Freehold","Resale","1","1060000","-","893","Strata","01 to 05","1186","Jan-2021"
"139","10 SHELFORD","SHELFORD ROAD","Apartment","11","CCR","Freehold","Resale","1","970000","-","872","Strata","01 to 05","1113","Jan-2021"
"140","THE WOODLEIGH RESIDENCES","BIDADARI PARK DRIVE","Apartment","13","RCR","99 yrs lease commencing from 2017","New Sale","1","2995000","-","1281","Strata","11 to 15","2338","Jan-2021"
"141","GLOUCESTER MANSIONS","NEWTON ROAD","Apartment","11","CCR","Freehold","Resale","1","1142800","-","657","Strata","11 to 15","1740","Jan-2021"
"142","THE MIDAS","LORONG 30 GEYLANG","Apartment","14","RCR","Freehold","Resale","1","1228000","-","1324","Strata","01 to 05","928","Jan-2021"
"143","NINETEEN SHELFORD ROAD","SHELFORD ROAD","Condominium","11","CCR","Freehold","Resale","1","1460000","-","947","Strata","01 to 05","1541","Jan-2021"
"144","AMBER PARK","AMBER GARDENS","Condominium","15","RCR","Freehold","New Sale","1","1100800","-","463","Strata","06 to 10","2378","Jan-2021"
"145","FYVE DERBYSHIRE","DERBYSHIRE ROAD","Apartment","11","CCR","Freehold","New Sale","1","1588000","-","657","Strata","11 to 15","2419","Jan-2021"
"146","REZI 24","LORONG 24 GEYLANG","Apartment","14","RCR","Freehold","New Sale","1","1842900","-","1184","Strata","06 to 10","1556","Jan-2021"
"147","COASTLINE RESIDENCES","AMBER ROAD","Apartment","15","RCR","Freehold","New Sale","1","2790000","-","1130","Strata","11 to 15","2469","Jan-2021"
"148","COSTA ESTE","LORONG K TELOK KURAU","Apartment","15","OCR","Freehold","Resale","1","920000","-","732","Strata","01 to 05","1257","Jan-2021"
"149","GUILLEMARD EDGE","LORONG 30 GEYLANG","Apartment","14","RCR","Freehold","Resale","1","760000","-","549","Strata","06 to 10","1384","Jan-2021"
"150","PROSPERO VILLE","LORONG K TELOK KURAU","Apartment","15","OCR","Freehold","Resale","1","1010000","-","1033","Strata","01 to 05","977","Jan-2021"
"151","NOVA 88","BHAMO ROAD","Apartment","12","RCR","Freehold","Resale","1","1628000","-","1195","Strata","11 to 15","1363","Jan-2021"
"152","ONAN SUITES","ONAN ROAD","Apartment","15","RCR","Freehold","Resale","1","1900000","-","1938","Strata","01 to 05","981","Jan-2021"
"153","STRATA","ESSEX ROAD","Apartment","11","CCR","Freehold","Resale","1","1830000","-","1066","Strata","31 to 35","1717","Jan-2021"
"154","THE ESTA","AMBER GARDENS","Condominium","15","RCR","Freehold","Resale","1","2500000","-","1410","Strata","06 to 10","1773","Jan-2021"
"155","THE SEA VIEW","AMBER ROAD","Condominium","15","RCR","Freehold","Resale","1","2800000","-","1410","Strata","21 to 25","1986","Jan-2021"
"156","D'ECOSIA","STILL ROAD SOUTH","Condominium","15","OCR","Freehold","Resale","1","1820000","-","1227","Strata","01 to 05","1483","Jan-2021"
"157","NEWTON 18","NEWTON ROAD","Apartment","11","CCR","Freehold","Resale","1","1160000","-","614","Strata","26 to 30","1891","Jan-2021"
"158","AXIS @ SIGLAP","EAST COAST TERRACE","Apartment","15","OCR","Freehold","Resale","1","1501888","-","1755","Strata","01 to 05","856","Jan-2021"
"159","# 1 LOFT","LORONG 24 GEYLANG","Apartment","14","RCR","Freehold","Resale","1","680000","-","570","Strata","01 to 05","1192","Jan-2021"
"160","THE WATERINA","LORONG 40 GEYLANG","Apartment","14","RCR","Freehold","Resale","1","930000","-","721","Strata","01 to 05","1290","Jan-2021"
"161","COASTLINE RESIDENCES","AMBER ROAD","Apartment","15","RCR","Freehold","New Sale","1","2851000","-","1130","Strata","11 to 15","2523","Jan-2021"
"162","PARC ESTA","SIMS AVENUE","Apartment","14","RCR","99 yrs lease commencing from 2018","New Sale","1","1355000","-","743","Strata","11 to 15","1824","Jan-2021"
"163","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","Apartment","13","RCR","99 yrs lease commencing from 2014","Resale","1","1359999","-","775","Strata","06 to 10","1755","Jan-2021"
"164","SUMMER GREEN","BOON TECK ROAD","Apartment","12","RCR","Freehold","Resale","1","1338888","-","1292","Strata","06 to 10","1037","Jan-2021"
"165","IRIDIUM","LINCOLN ROAD","Apartment","11","CCR","Freehold","Resale","1","1838888","-","1066","Strata","11 to 15","1726","Jan-2021"
"166","AMBER PARK","AMBER GARDENS","Condominium","15","RCR","Freehold","New Sale","1","1116000","-","463","Strata","06 to 10","2411","Jan-2021"
"167","PEBBLE BAY","TANJONG RHU ROAD","Condominium","15","RCR","99 yrs lease commencing from 1994","Resale","1","2608000","-","1894","Strata","06 to 10","1377","Jan-2021"
"168","ECOVILLE","MARTABAN ROAD","Apartment","12","RCR","Freehold","Resale","1","1600000","-","1184","Strata","11 to 15","1351","Jan-2021"
"169","ATRIUM RESIDENCES","LORONG 28 GEYLANG","Apartment","14","RCR","Freehold","Resale","1","1170000","-","1023","Strata","01 to 05","1144","Jan-2021"
"170","PARK INFINIA AT WEE NAM","LINCOLN ROAD","Condominium","11","CCR","Freehold","Resale","1","2950000","-","1464","Strata","06 to 10","2015","Jan-2021"
"171","# 1 LOFT","LORONG 24 GEYLANG","Apartment","14","RCR","Freehold","Resale","1","627300","-","581","Strata","06 to 10","1079","Jan-2021"
"172","WOODSVILLE 28","WOODSVILLE CLOSE","Apartment","13","RCR","99 yrs lease commencing from 2007","Resale","1","1250000","-","1033","Strata","01 to 05","1210","Jan-2021"
