"S/N","Project Name","Street Name","Type","Postal District","Market Segment","Tenure","Type of Sale","No. of Units","Price ($)","Nett Price ($)","Area (Sqft)","Type of Area","Floor Level","Unit Price ($psf)","Date of Sale"
"14","TWIN VEW","WEST COAST VALE","Apartment","05","OCR","99 yrs lease commencing from 2017","New Sale","1","1961000","-","1378","Strata","11 to 15","1423","Jan-2021"
"15","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","2067460","-","1238","Strata","21 to 25","1670","Jan-2021"
"16","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1153110","-","646","Strata","16 to 20","1785","Jan-2021"
"17","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1160862","-","646","Strata","21 to 25","1797","Jan-2021"
"18","AVENUE SOUTH RESIDENCE","SILAT AVENUE","Apartment","03","RCR","99 yrs lease commencing from 2018","New Sale","1","1474000","-","657","Strata","31 to 35","2245","Jan-2021"
"19","TWIN VEW","WEST COAST VALE","Apartment","05","OCR","99 yrs lease commencing from 2017","New Sale","1","1886000","-","1378","Strata","01 to 05","1369","Jan-2021"
"20","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1917468","-","1087","Strata","01 to 05","1764","Jan-2021"
"21","THE LANDMARK","CHIN SWEE ROAD","Condominium","03","RCR","99 yrs lease commencing from 2020","New Sale","1","1478000","-","753","Strata","01 to 05","1962","Jan-2021"
"22","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1315104","-","721","Strata","16 to 20","1824","Jan-2021"
"23","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","896995","-","517","Strata","01 to 05","1736","Jan-2021"
"24","SKY EVERTON","EVERTON ROAD","Apartment","02","RCR","Freehold","New Sale","1","2435000","-","915","Strata","21 to 25","2661","Jan-2021"
"25","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1992870","-","1098","Strata","16 to 20","1815","Jan-2021"
"26","PARC CLEMATIS","JALAN LEMPENG","Apartment","05","OCR","99 yrs lease commencing from 2019","New Sale","1","2696000","-","1668","Strata","21 to 25","1616","Jan-2021"
"27","AVENUE SOUTH RESIDENCE","SILAT AVENUE","Apartment","03","RCR","99 yrs lease commencing from 2018","New Sale","1","1587000","-","689","Strata","46 to 50","2304","Jan-2021"
"28","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1602161","-","936","Strata","01 to 05","1711","Jan-2021"
"29","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1619767","-","936","Strata","06 to 10","1730","Jan-2021"
"30","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1193112","-","657","Strata","21 to 25","1817","Jan-2021"
"31","KENT RIDGE HILL RESIDENCES","SOUTH BUONA VISTA ROAD","Apartment","05","RCR","99 yrs lease commencing from 2018","New Sale","1","1646000","-","1001","Strata","01 to 05","1644","Jan-2021"
"32","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1291246","-","721","Strata","11 to 15","1790","Jan-2021"
"33","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1228614","-","667","Strata","21 to 25","1841","Jan-2021"
"34","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1212165","-","657","Strata","11 to 15","1846","Jan-2021"
"35","CLAVON","CLEMENTI AVENUE 1","Apartment","05","OCR","99 yrs lease commencing from 2019","New Sale","1","1643000","-","958","Strata","31 to 35","1715","Jan-2021"
"36","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","2816657","-","1615","Strata","16 to 20","1744","Jan-2021"
"37","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1332240","-","732","Strata","11 to 15","1820","Jan-2021"
"38","PARC CLEMATIS","JALAN LEMPENG","Apartment","05","OCR","99 yrs lease commencing from 2019","New Sale","1","1789000","-","1076","Strata","11 to 15","1662","Jan-2021"
"39","PARC CLEMATIS","JALAN LEMPENG","Apartment","05","OCR","99 yrs lease commencing from 2019","New Sale","1","1193500","-","689","Strata","21 to 25","1732","Jan-2021"
"40","PARC CLEMATIS","JALAN LEMPENG","Apartment","05","OCR","99 yrs lease commencing from 2019","New Sale","1","1184500","-","689","Strata","16 to 20","1719","Jan-2021"
"41","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","918561","-","527","Strata","01 to 05","1742","Jan-2021"
"42","THE LANDMARK","CHIN SWEE ROAD","Condominium","03","RCR","99 yrs lease commencing from 2020","New Sale","1","1541000","-","753","Strata","06 to 10","2045","Jan-2021"
"43","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1587525","-","915","Strata","21 to 25","1735","Jan-2021"
"44","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1162841","-","667","Strata","06 to 10","1742","Jan-2021"
"45","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1167489","-","657","Strata","06 to 10","1778","Jan-2021"
"46","KENT RIDGE HILL RESIDENCES","SOUTH BUONA VISTA ROAD","Apartment","05","RCR","99 yrs lease commencing from 2018","New Sale","1","2973320","-","1776","Strata","01 to 05","1674","Jan-2021"
"47","KENT RIDGE HILL RESIDENCES","SOUTH BUONA VISTA ROAD","Apartment","05","RCR","99 yrs lease commencing from 2018","New Sale","1","1447680","-","775","Strata","01 to 05","1868","Jan-2021"
"48","TWIN VEW","WEST COAST VALE","Apartment","05","OCR","99 yrs lease commencing from 2017","New Sale","1","1908000","-","1378","Strata","06 to 10","1385","Jan-2021"
"49","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1180629","-","657","Strata","11 to 15","1798","Jan-2021"
"50","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","930600","-","517","Strata","06 to 10","1801","Jan-2021"
"51","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","859584","-","484","Strata","11 to 15","1775","Jan-2021"
"52","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","868296","-","484","Strata","21 to 25","1793","Jan-2021"
"53","AVENUE SOUTH RESIDENCE","SILAT AVENUE","Apartment","03","RCR","99 yrs lease commencing from 2018","New Sale","1","1356000","-","657","Strata","26 to 30","2065","Jan-2021"
"54","TWIN VEW","WEST COAST VALE","Apartment","05","OCR","99 yrs lease commencing from 2017","New Sale","1","1923000","-","1378","Strata","06 to 10","1396","Jan-2021"
"55","KENT RIDGE HILL RESIDENCES","SOUTH BUONA VISTA ROAD","Apartment","05","RCR","99 yrs lease commencing from 2018","New Sale","1","1393370","-","775","Strata","01 to 05","1798","Jan-2021"
"56","STIRLING RESIDENCES","STIRLING ROAD","Apartment","03","RCR","99 yrs lease commencing from 2017","New Sale","1","2648000","-","1346","Strata","36 to 40","1968","Jan-2021"
"57","WHISTLER GRAND","WEST COAST VALE","Apartment","05","OCR","99 yrs lease commencing from 2018","New Sale","1","1012000","-","614","Strata","31 to 35","1649","Jan-2021"
"58","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","2422485","-","1313","Strata","21 to 25","1845","Jan-2021"
"59","AVENUE SOUTH RESIDENCE","SILAT AVENUE","Apartment","03","RCR","99 yrs lease commencing from 2018","New Sale","1","1772000","-","721","Strata","46 to 50","2457","Jan-2021"
"60","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1586520","-","936","Strata","01 to 05","1694","Jan-2021"
"61","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","936287","-","517","Strata","16 to 20","1812","Jan-2021"
"62","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","932151","-","517","Strata","06 to 10","1804","Jan-2021"
"63","STIRLING RESIDENCES","STIRLING ROAD","Apartment","03","RCR","99 yrs lease commencing from 2017","New Sale","1","1485000","-","678","Strata","36 to 40","2190","Jan-2021"
"64","KENT RIDGE HILL RESIDENCES","SOUTH BUONA VISTA ROAD","Apartment","05","RCR","99 yrs lease commencing from 2018","New Sale","1","1536000","-","883","Strata","01 to 05","1740","Jan-2021"
"65","ONE PEARL BANK","PEARL BANK","Apartment","03","RCR","99 yrs lease commencing from 2019","New Sale","1","1463000","-","570","Strata","26 to 30","2564","Jan-2021"
"66","PARC CLEMATIS","JALAN LEMPENG","Apartment","05","OCR","99 yrs lease commencing from 2019","New Sale","1","1764000","-","1044","Strata","16 to 20","1689","Jan-2021"
"67","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1183914","-","657","Strata","11 to 15","1803","Jan-2021"
"68","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1716099","-","969","Strata","06 to 10","1771","Jan-2021"
"69","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1593015","-","915","Strata","16 to 20","1741","Jan-2021"
"70","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1187199","-","657","Strata","16 to 20","1808","Jan-2021"
"71","PARC CLEMATIS","JALAN LEMPENG","Apartment","05","OCR","99 yrs lease commencing from 2019","New Sale","1","1994000","-","1238","Strata","01 to 05","1611","Jan-2021"
"72","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1694160","-","936","Strata","16 to 20","1809","Jan-2021"
"73","AVENUE SOUTH RESIDENCE","SILAT AVENUE","Apartment","03","RCR","99 yrs lease commencing from 2018","New Sale","1","1344000","-","657","Strata","21 to 25","2047","Jan-2021"
"74","AVENUE SOUTH RESIDENCE","SILAT AVENUE","Apartment","03","RCR","99 yrs lease commencing from 2018","New Sale","1","1126000","-","527","Strata","31 to 35","2135","Jan-2021"
"75","CLAVON","CLEMENTI AVENUE 1","Apartment","05","OCR","99 yrs lease commencing from 2019","New Sale","1","1829000","-","1130","Strata","21 to 25","1618","Jan-2021"
"76","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1129146","-","657","Strata","06 to 10","1720","Jan-2021"
"77","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1147296","-","646","Strata","11 to 15","1776","Jan-2021"
"78","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1332240","-","732","Strata","11 to 15","1820","Jan-2021"
"79","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1445619","-","861","Strata","21 to 25","1679","Jan-2021"
"80","WHISTLER GRAND","WEST COAST VALE","Apartment","05","OCR","99 yrs lease commencing from 2018","New Sale","1","988800","-","614","Strata","31 to 35","1612","Jan-2021"
"81","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1328580","-","732","Strata","11 to 15","1815","Jan-2021"
"82","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1332240","-","732","Strata","11 to 15","1820","Jan-2021"
"83","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1438200","-","850","Strata","21 to 25","1691","Jan-2021"
"84","ONE PEARL BANK","PEARL BANK","Apartment","03","RCR","99 yrs lease commencing from 2019","New Sale","1","1160000","-","431","Strata","31 to 35","2694","Jan-2021"
"85","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1207335","-","689","Strata","21 to 25","1753","Jan-2021"
"86","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1218735","-","657","Strata","21 to 25","1856","Jan-2021"
"87","AVENUE SOUTH RESIDENCE","SILAT AVENUE","Apartment","03","RCR","99 yrs lease commencing from 2018","New Sale","1","1681000","-","721","Strata","36 to 40","2331","Jan-2021"
"88","PARC CLEMATIS","JALAN LEMPENG","Apartment","05","OCR","99 yrs lease commencing from 2019","New Sale","1","1189500","-","721","Strata","11 to 15","1649","Jan-2021"
"89","RIVIERE","JIAK KIM STREET","Apartment","03","RCR","99 yrs lease commencing from 2018","New Sale","1","1550760","-","560","Strata","16 to 20","2771","Jan-2021"
"90","AVENUE SOUTH RESIDENCE","SILAT AVENUE","Apartment","03","RCR","99 yrs lease commencing from 2018","New Sale","1","1197000","-","527","Strata","26 to 30","2269","Jan-2021"
"91","AVENUE SOUTH RESIDENCE","SILAT AVENUE","Apartment","03","RCR","99 yrs lease commencing from 2018","New Sale","1","2257000","-","1109","Strata","31 to 35","2036","Jan-2021"
"92","THE LANDMARK","CHIN SWEE ROAD","Condominium","03","RCR","99 yrs lease commencing from 2020","New Sale","1","1501000","-","753","Strata","06 to 10","1992","Jan-2021"
"93","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","900309","-","517","Strata","11 to 15","1743","Jan-2021"
"94","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","900309","-","517","Strata","06 to 10","1743","Jan-2021"
"95","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","912593","-","517","Strata","21 to 25","1766","Jan-2021"
"96","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","891096","-","517","Strata","01 to 05","1725","Jan-2021"
"97","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","895703","-","517","Strata","06 to 10","1734","Jan-2021"
"98","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1412442","-","829","Strata","06 to 10","1704","Jan-2021"
"99","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1409980","-","829","Strata","06 to 10","1701","Jan-2021"
"100","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1610500","-","936","Strata","06 to 10","1720","Jan-2021"
"101","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1642933","-","936","Strata","16 to 20","1754","Jan-2021"
"102","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1613280","-","936","Strata","06 to 10","1723","Jan-2021"
"103","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1675365","-","936","Strata","21 to 25","1789","Jan-2021"
"104","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1638300","-","936","Strata","11 to 15","1749","Jan-2021"
"105","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1633666","-","936","Strata","11 to 15","1744","Jan-2021"
"106","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1616060","-","936","Strata","06 to 10","1726","Jan-2021"
"107","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1607720","-","936","Strata","06 to 10","1717","Jan-2021"
"108","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1604940","-","936","Strata","01 to 05","1714","Jan-2021"
"109","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1670732","-","936","Strata","21 to 25","1784","Jan-2021"
"110","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1624400","-","936","Strata","11 to 15","1735","Jan-2021"
"111","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1629033","-","936","Strata","11 to 15","1740","Jan-2021"
"112","CLAVON","CLEMENTI AVENUE 1","Apartment","05","OCR","99 yrs lease commencing from 2019","New Sale","1","1724000","-","1130","Strata","01 to 05","1525","Jan-2021"
"113","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1322874","-","764","Strata","16 to 20","1731","Jan-2021"
"114","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1269832","-","721","Strata","01 to 05","1761","Jan-2021"
"115","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1282681","-","721","Strata","11 to 15","1779","Jan-2021"
"116","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1280539","-","721","Strata","06 to 10","1776","Jan-2021"
"117","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1293387","-","721","Strata","16 to 20","1793","Jan-2021"
"118","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1278398","-","721","Strata","06 to 10","1773","Jan-2021"
"119","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1274115","-","721","Strata","06 to 10","1767","Jan-2021"
"120","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1265550","-","721","Strata","01 to 05","1755","Jan-2021"
"121","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1276257","-","721","Strata","06 to 10","1770","Jan-2021"
"122","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1267691","-","721","Strata","01 to 05","1758","Jan-2021"
"123","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1271974","-","721","Strata","06 to 10","1764","Jan-2021"
"124","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1286963","-","721","Strata","11 to 15","1785","Jan-2021"
"125","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1280539","-","721","Strata","06 to 10","1776","Jan-2021"
"126","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1271974","-","721","Strata","06 to 10","1764","Jan-2021"
"127","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1289105","-","721","Strata","11 to 15","1787","Jan-2021"
"128","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1282681","-","721","Strata","11 to 15","1779","Jan-2021"
"129","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1286963","-","721","Strata","11 to 15","1785","Jan-2021"
"130","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1293387","-","721","Strata","16 to 20","1793","Jan-2021"
"131","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1278398","-","721","Strata","06 to 10","1773","Jan-2021"
"132","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1267691","-","721","Strata","01 to 05","1758","Jan-2021"
"133","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1295529","-","721","Strata","16 to 20","1796","Jan-2021"
"134","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1291246","-","721","Strata","11 to 15","1790","Jan-2021"
"135","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1284822","-","721","Strata","11 to 15","1782","Jan-2021"
"136","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1299812","-","721","Strata","16 to 20","1802","Jan-2021"
"137","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1297670","-","721","Strata","16 to 20","1799","Jan-2021"
"138","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1301953","-","721","Strata","16 to 20","1805","Jan-2021"
"139","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1263408","-","721","Strata","01 to 05","1752","Jan-2021"
"140","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1276257","-","721","Strata","06 to 10","1770","Jan-2021"
"141","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1309690","-","775","Strata","06 to 10","1690","Jan-2021"
"142","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1158416","-","657","Strata","06 to 10","1764","Jan-2021"
"143","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1191588","-","657","Strata","21 to 25","1815","Jan-2021"
"144","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1154513","-","657","Strata","06 to 10","1758","Jan-2021"
"145","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1150611","-","657","Strata","06 to 10","1752","Jan-2021"
"146","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1146708","-","657","Strata","01 to 05","1746","Jan-2021"
"147","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1165571","-","657","Strata","11 to 15","1775","Jan-2021"
"148","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1642933","-","936","Strata","16 to 20","1754","Jan-2021"
"149","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1666099","-","936","Strata","21 to 25","1779","Jan-2021"
"150","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","905202","-","527","Strata","01 to 05","1716","Jan-2021"
"151","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","917723","-","527","Strata","06 to 10","1740","Jan-2021"
"152","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","906767","-","527","Strata","01 to 05","1719","Jan-2021"
"153","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","905202","-","527","Strata","01 to 05","1716","Jan-2021"
"154","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","922419","-","527","Strata","16 to 20","1749","Jan-2021"
"155","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","917723","-","527","Strata","11 to 15","1740","Jan-2021"
"156","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","920853","-","527","Strata","16 to 20","1746","Jan-2021"
"157","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1311998","-","775","Strata","06 to 10","1693","Jan-2021"
"158","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1348826","-","775","Strata","21 to 25","1740","Jan-2021"
"159","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1302791","-","775","Strata","01 to 05","1681","Jan-2021"
"160","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1300489","-","775","Strata","01 to 05","1678","Jan-2021"
"161","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","1316601","-","775","Strata","06 to 10","1699","Jan-2021"
"162","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","914128","-","517","Strata","21 to 25","1769","Jan-2021"
"163","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","906451","-","517","Strata","16 to 20","1754","Jan-2021"
"164","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","894167","-","517","Strata","06 to 10","1731","Jan-2021"
"165","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","911057","-","517","Strata","21 to 25","1763","Jan-2021"
"166","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","900309","-","517","Strata","11 to 15","1743","Jan-2021"
"167","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","892632","-","517","Strata","01 to 05","1728","Jan-2021"
"168","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","907986","-","517","Strata","16 to 20","1757","Jan-2021"
"169","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","909522","-","517","Strata","16 to 20","1760","Jan-2021"
"170","NORMANTON PARK","NORMANTON PARK","Apartment","05","RCR","99 years leasehold","New Sale","1","903380","-","517","Strata","16 to 20","1748","Jan-2021"
