"S/N","Project Name","Street Name","Type","Postal District","Market Segment","Tenure","Type of Sale","No. of Units","Price ($)","Nett Price ($)","Area (Sqft)","Type of Area","Floor Level","Unit Price ($psf)","Date of Sale"
"20","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1065000","-","786","Strata","06 to 10","1355","Jun-2020"
"21","KANDIS RESIDENCE","KANDIS LINK","Condominium","27","OCR","99 yrs lease commencing from 2016","New Sale","1","941300","-","732","Strata","01 to 05","1286","Jun-2020"
"22","KANDIS RESIDENCE","KANDIS LINK","Condominium","27","OCR","99 yrs lease commencing from 2016","New Sale","1","952200","-","775","Strata","01 to 05","1229","Jun-2020"
"23","KANDIS RESIDENCE","KANDIS LINK","Condominium","27","OCR","99 yrs lease commencing from 2016","New Sale","1","1045800","-","797","Strata","06 to 10","1313","May-2020"
"24","KANDIS RESIDENCE","KANDIS LINK","Condominium","27","OCR","99 yrs lease commencing from 2016","New Sale","1","1002660","-","807","Strata","06 to 10","1242","May-2020"
"25","KANDIS RESIDENCE","KANDIS LINK","Condominium","27","OCR","99 yrs lease commencing from 2016","New Sale","1","934000","-","732","Strata","01 to 05","1276","Apr-2020"
"26","KANDIS RESIDENCE","KANDIS LINK","Condominium","27","OCR","99 yrs lease commencing from 2016","New Sale","1","990000","-","797","Strata","01 to 05","1243","Apr-2020"
"27","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1087800","-","786","Strata","16 to 20","1384","Mar-2020"
"28","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","934920","-","667","Strata","21 to 25","1401","Mar-2020"
"29","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1333780","-","980","Strata","16 to 20","1362","Mar-2020"
"30","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1225000","-","872","Strata","16 to 20","1405","Mar-2020"
"31","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1285000","-","980","Strata","06 to 10","1312","Mar-2020"
"32","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1401000","-","980","Strata","16 to 20","1430","Mar-2020"
"33","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","955000","-","667","Strata","16 to 20","1431","Mar-2020"
"34","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1290660","-","980","Strata","11 to 15","1318","Mar-2020"
"35","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1182000","-","872","Strata","16 to 20","1356","Mar-2020"
"36","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1344560","-","980","Strata","21 to 25","1373","Mar-2020"
"37","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1024100","-","786","Strata","06 to 10","1303","Mar-2020"
"38","KANDIS RESIDENCE","KANDIS LINK","Condominium","27","OCR","99 yrs lease commencing from 2016","New Sale","1","983100","-","797","Strata","01 to 05","1234","Mar-2020"
"39","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","963330","-","667","Strata","16 to 20","1443","Mar-2020"
"40","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1372000","-","980","Strata","16 to 20","1401","Mar-2020"
"41","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1386700","-","1163","Strata","21 to 25","1193","Mar-2020"
"42","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1093680","-","786","Strata","16 to 20","1392","Mar-2020"
"43","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1031000","-","786","Strata","11 to 15","1312","Mar-2020"
"44","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1063300","-","786","Strata","11 to 15","1353","Mar-2020"
"45","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1296540","-","980","Strata","06 to 10","1324","Mar-2020"
"46","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1236000","-","872","Strata","21 to 25","1418","Mar-2020"
"47","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1069180","-","786","Strata","11 to 15","1361","Mar-2020"
"48","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1337700","-","980","Strata","11 to 15","1366","Feb-2020"
"49","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1887144","-","1453","Strata","16 to 20","1299","Feb-2020"
"50","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","966280","-","667","Strata","21 to 25","1448","Feb-2020"
"51","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1046000","-","786","Strata","11 to 15","1331","Feb-2020"
"52","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","927080","-","667","Strata","16 to 20","1389","Feb-2020"
"53","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1078980","-","786","Strata","16 to 20","1373","Feb-2020"
"54","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1350440","-","980","Strata","16 to 20","1379","Feb-2020"
"55","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","971180","-","667","Strata","16 to 20","1455","Feb-2020"
"56","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","942760","-","667","Strata","21 to 25","1413","Feb-2020"
"57","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1362200","-","980","Strata","16 to 20","1391","Feb-2020"
"58","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1059380","-","786","Strata","11 to 15","1348","Feb-2020"
"59","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","962360","-","667","Strata","16 to 20","1442","Feb-2020"
"60","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","958440","-","667","Strata","16 to 20","1436","Feb-2020"
"61","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","975100","-","667","Strata","21 to 25","1461","Feb-2020"
"62","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1057000","-","786","Strata","16 to 20","1345","Feb-2020"
"63","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1410000","-","1163","Strata","21 to 25","1213","Feb-2020"
"64","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1331820","-","980","Strata","16 to 20","1360","Feb-2020"
"65","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1251300","-","969","Strata","01 to 05","1292","Feb-2020"
"66","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1219000","-","872","Strata","16 to 20","1398","Feb-2020"
"67","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1001000","-","786","Strata","06 to 10","1274","Feb-2020"
"68","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","990780","-","775","Strata","01 to 05","1278","Feb-2020"
"69","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1037820","-","786","Strata","11 to 15","1321","Feb-2020"
"70","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1308300","-","980","Strata","11 to 15","1336","Feb-2020"
"71","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1314180","-","980","Strata","16 to 20","1342","Feb-2020"
"72","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1033900","-","786","Strata","06 to 10","1316","Feb-2020"
"73","KANDIS RESIDENCE","KANDIS LINK","Condominium","27","OCR","99 yrs lease commencing from 2016","New Sale","1","980000","-","797","Strata","01 to 05","1230","Feb-2020"
"74","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","937860","-","667","Strata","11 to 15","1405","Feb-2020"
"75","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1406790","-","980","Strata","16 to 20","1436","Feb-2020"
"76","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1084860","-","786","Strata","16 to 20","1381","Feb-2020"
"77","KANDIS RESIDENCE","KANDIS LINK","Condominium","27","OCR","99 yrs lease commencing from 2016","New Sale","1","1067200","-","807","Strata","06 to 10","1322","Feb-2020"
"78","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1366120","-","969","Strata","16 to 20","1410","Feb-2020"
"79","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1319080","-","980","Strata","16 to 20","1347","Feb-2020"
"80","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1150420","-","872","Strata","11 to 15","1319","Feb-2020"
"81","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","967260","-","667","Strata","16 to 20","1449","Feb-2020"
"82","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","959420","-","667","Strata","16 to 20","1438","Feb-2020"
"83","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","975100","-","775","Strata","01 to 05","1258","Feb-2020"
"84","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1352000","-","980","Strata","16 to 20","1380","Feb-2020"
"85","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1371000","-","980","Strata","11 to 15","1400","Feb-2020"
"86","KANDIS RESIDENCE","KANDIS LINK","Condominium","27","OCR","99 yrs lease commencing from 2016","New Sale","1","1186500","-","915","Strata","01 to 05","1297","Feb-2020"
"87","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1296540","-","980","Strata","11 to 15","1324","Jan-2020"
"88","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1071140","-","786","Strata","16 to 20","1363","Jan-2020"
"89","KANDIS RESIDENCE","KANDIS LINK","Condominium","27","OCR","99 yrs lease commencing from 2016","New Sale","1","999000","-","797","Strata","01 to 05","1254","Jan-2020"
"90","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1082000","-","786","Strata","21 to 25","1377","Jan-2020"
"91","KANDIS RESIDENCE","KANDIS LINK","Condominium","27","OCR","99 yrs lease commencing from 2016","New Sale","1","908000","-","732","Strata","01 to 05","1241","Jan-2020"
"92","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1713020","-","1507","Strata","21 to 25","1137","Jan-2020"
"93","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","959000","-","667","Strata","21 to 25","1437","Jan-2020"
"94","KANDIS RESIDENCE","KANDIS LINK","Condominium","27","OCR","99 yrs lease commencing from 2016","New Sale","1","1045800","-","797","Strata","06 to 10","1313","Jan-2020"
"95","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","946680","-","667","Strata","11 to 15","1419","Jan-2020"
"96","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1372000","-","969","Strata","16 to 20","1416","Jan-2020"
"97","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1129000","-","861","Strata","01 to 05","1311","Jan-2020"
"98","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1064280","-","786","Strata","11 to 15","1354","Jan-2020"
"99","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1195600","-","872","Strata","16 to 20","1371","Jan-2020"
"100","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1635420","-","1281","Strata","16 to 20","1277","Jan-2020"
"101","KANDIS RESIDENCE","KANDIS LINK","Condominium","27","OCR","99 yrs lease commencing from 2016","New Sale","1","965000","-","797","Strata","01 to 05","1211","Jan-2020"
"102","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","946000","-","667","Strata","16 to 20","1418","Jan-2020"
"103","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1038800","-","786","Strata","06 to 10","1322","Dec-2019"
"104","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","980000","-","775","Strata","01 to 05","1265","Dec-2019"
"105","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1107740","-","872","Strata","06 to 10","1271","Dec-2019"
"106","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","919560","-","667","Strata","11 to 15","1378","Dec-2019"
"107","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1606320","-","1281","Strata","11 to 15","1254","Dec-2019"
"108","KANDIS RESIDENCE","KANDIS LINK","Condominium","27","OCR","99 yrs lease commencing from 2016","New Sale","1","956400","-","797","Strata","01 to 05","1201","Dec-2019"
"109","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1053500","-","786","Strata","11 to 15","1341","Dec-2019"
"110","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1072120","-","786","Strata","16 to 20","1364","Dec-2019"
"111","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","913360","-","667","Strata","16 to 20","1369","Dec-2019"
"112","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1184820","-","872","Strata","16 to 20","1359","Dec-2019"
"113","KANDIS RESIDENCE","KANDIS LINK","Condominium","27","OCR","99 yrs lease commencing from 2016","New Sale","1","1203200","-","915","Strata","01 to 05","1315","Dec-2019"
"114","KANDIS RESIDENCE","KANDIS LINK","Condominium","27","OCR","99 yrs lease commencing from 2016","New Sale","1","1008900","-","732","Strata","06 to 10","1378","Dec-2019"
"115","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1066000","-","786","Strata","16 to 20","1357","Dec-2019"
"116","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1047620","-","786","Strata","11 to 15","1333","Dec-2019"
"117","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1358000","-","980","Strata","16 to 20","1386","Dec-2019"
"118","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1322000","-","980","Strata","11 to 15","1350","Dec-2019"
"119","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1695000","-","1281","Strata","21 to 25","1323","Dec-2019"
"120","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1149000","-","872","Strata","11 to 15","1318","Dec-2019"
"121","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","917280","-","667","Strata","16 to 20","1374","Dec-2019"
"122","KANDIS RESIDENCE","KANDIS LINK","Condominium","27","OCR","99 yrs lease commencing from 2016","New Sale","1","968500","-","797","Strata","01 to 05","1216","Dec-2019"
"123","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1073100","-","786","Strata","16 to 20","1366","Dec-2019"
"124","KANDIS RESIDENCE","KANDIS LINK","Condominium","27","OCR","99 yrs lease commencing from 2016","New Sale","1","1194900","-","915","Strata","01 to 05","1306","Dec-2019"
"125","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1328000","-","980","Strata","11 to 15","1356","Dec-2019"
"126","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","925000","-","667","Strata","11 to 15","1386","Dec-2019"
"127","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","948640","-","667","Strata","16 to 20","1421","Nov-2019"
"128","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1139000","-","872","Strata","11 to 15","1306","Nov-2019"
"129","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","937000","-","667","Strata","16 to 20","1404","Nov-2019"
"130","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1284780","-","980","Strata","11 to 15","1312","Nov-2019"
"131","KANDIS RESIDENCE","KANDIS LINK","Condominium","27","OCR","99 yrs lease commencing from 2016","New Sale","1","940700","-","764","Strata","01 to 05","1231","Nov-2019"
"132","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1120000","-","872","Strata","06 to 10","1285","Nov-2019"
"133","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","931000","-","667","Strata","16 to 20","1395","Nov-2019"
"134","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1365000","-","980","Strata","16 to 20","1394","Nov-2019"
"135","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1404000","-","1163","Strata","21 to 25","1208","Nov-2019"
"136","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1642210","-","1281","Strata","16 to 20","1282","Nov-2019"
"137","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","949620","-","667","Strata","16 to 20","1423","Nov-2019"
"138","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1264200","-","969","Strata","01 to 05","1305","Nov-2019"
"139","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1011000","-","786","Strata","06 to 10","1287","Nov-2019"
"140","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1367100","-","980","Strata","16 to 20","1396","Nov-2019"
"141","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1042720","-","786","Strata","11 to 15","1327","Nov-2019"
"142","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1613110","-","1281","Strata","11 to 15","1259","Nov-2019"
"143","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1334000","-","980","Strata","11 to 15","1362","Nov-2019"
"144","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1073000","-","861","Strata","01 to 05","1246","Nov-2019"
"145","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1194620","-","872","Strata","21 to 25","1370","Nov-2019"
"146","KANDIS RESIDENCE","KANDIS LINK","Condominium","27","OCR","99 yrs lease commencing from 2016","New Sale","1","949200","-","764","Strata","06 to 10","1242","Nov-2019"
"147","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1258320","-","969","Strata","01 to 05","1299","Nov-2019"
"148","KANDIS RESIDENCE","KANDIS LINK","Condominium","27","OCR","99 yrs lease commencing from 2016","New Sale","1","946782","-","797","Strata","01 to 05","1189","Nov-2019"
"149","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1154000","-","872","Strata","11 to 15","1324","Nov-2019"
"150","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1240000","-","958","Strata","01 to 05","1294","Oct-2019"
"151","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1250330","-","958","Strata","01 to 05","1305","Oct-2019"
"152","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1154000","-","872","Strata","11 to 15","1324","Oct-2019"
"153","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1326920","-","980","Strata","11 to 15","1355","Oct-2019"
"154","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1137000","-","872","Strata","11 to 15","1304","Oct-2019"
"155","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1900170","-","1453","Strata","16 to 20","1308","Oct-2019"
"156","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","890460","-","667","Strata","11 to 15","1334","Oct-2019"
"157","KANDIS RESIDENCE","KANDIS LINK","Condominium","27","OCR","99 yrs lease commencing from 2016","New Sale","1","1010000","-","764","Strata","06 to 10","1322","Oct-2019"
"158","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1593900","-","1281","Strata","06 to 10","1244","Oct-2019"
"159","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","1340000","-","980","Strata","11 to 15","1368","Oct-2019"
"160","PARC BOTANNIA","FERNVALE STREET","Condominium","28","OCR","99 yrs lease commencing from 2016","New Sale","1","949620","-","667","Strata","16 to 20","1423","Oct-2019"
