"S/N","Project Name","Street Name","Type","Postal District","Market Segment","Tenure","Type of Sale","No. of Units","Price ($)","Nett Price ($)","Area (Sqft)","Type of Area","Floor Level","Unit Price ($psf)","Date of Sale"
"56","UPTOWN @ FARRER","PERUMAL ROAD","Apartment","08","RCR","99 yrs lease commencing from 2017","New Sale","1","1341550","-","700","Strata","16 to 20","1917","Dec-2020"
"57","FOURTH AVENUE RESIDENCES","FOURTH AVENUE","Apartment","10","CCR","99 yrs lease commencing from 2018","New Sale","1","1717000","-","710","Strata","01 to 05","2417","Dec-2020"
"58","FOURTH AVENUE RESIDENCES","FOURTH AVENUE","Apartment","10","CCR","99 yrs lease commencing from 2018","New Sale","1","2128000","-","915","Strata","01 to 05","2326","Dec-2020"
"59","THE AVENIR","RIVER VALLEY CLOSE","Condominium","09","CCR","Freehold","New Sale","1","6958000","-","2067","Strata","31 to 35","3367","Dec-2020"
"60","RV ALTITUDE","RIVER VALLEY ROAD","Apartment","09","CCR","Freehold","New Sale","1","1672000","-","603","Strata","01 to 05","2774","Dec-2020"
"61","ROYALGREEN","ANAMALAI AVENUE","Condominium","10","CCR","Freehold","New Sale","1","2850000","-","1066","Strata","01 to 05","2674","Dec-2020"
"62","THE M","MIDDLE ROAD","Apartment","07","CCR","99 yrs lease commencing from 2019","New Sale","1","1600000","-","592","Strata","16 to 20","2703","Dec-2020"
"63","RV ALTITUDE","RIVER VALLEY ROAD","Apartment","09","CCR","Freehold","New Sale","1","1781000","-","635","Strata","01 to 05","2804","Dec-2020"
"64","UPTOWN @ FARRER","PERUMAL ROAD","Apartment","08","RCR","99 yrs lease commencing from 2017","New Sale","1","1178100","-","538","Strata","21 to 25","2189","Dec-2020"
"65","ROYALGREEN","ANAMALAI AVENUE","Condominium","10","CCR","Freehold","New Sale","1","2788000","-","1066","Strata","01 to 05","2616","Dec-2020"
"66","FOURTH AVENUE RESIDENCES","FOURTH AVENUE","Apartment","10","CCR","99 yrs lease commencing from 2018","New Sale","1","1158000","-","484","Strata","06 to 10","2391","Dec-2020"
"67","FOURTH AVENUE RESIDENCES","FOURTH AVENUE","Apartment","10","CCR","99 yrs lease commencing from 2018","New Sale","1","1068000","-","484","Strata","01 to 05","2205","Dec-2020"
"68","RV ALTITUDE","RIVER VALLEY ROAD","Apartment","09","CCR","Freehold","New Sale","1","1679000","-","603","Strata","01 to 05","2785","Dec-2020"
"69","RV ALTITUDE","RIVER VALLEY ROAD","Apartment","09","CCR","Freehold","New Sale","1","1922000","-","624","Strata","16 to 20","3079","Dec-2020"
"70","RV ALTITUDE","RIVER VALLEY ROAD","Apartment","09","CCR","Freehold","New Sale","1","1930000","-","624","Strata","21 to 25","3091","Dec-2020"
"71","LEEDON GREEN","LEEDON HEIGHTS","Condominium","10","CCR","Freehold","New Sale","1","4130000","-","1496","Strata","01 to 05","2760","Dec-2020"
"72","FOURTH AVENUE RESIDENCES","FOURTH AVENUE","Apartment","10","CCR","99 yrs lease commencing from 2018","New Sale","1","2698000","-","1109","Strata","06 to 10","2433","Dec-2020"
"73","LEEDON GREEN","LEEDON HEIGHTS","Condominium","10","CCR","Freehold","New Sale","1","1273300","-","474","Strata","06 to 10","2688","Dec-2020"
"74","THE AVENIR","RIVER VALLEY CLOSE","Condominium","09","CCR","Freehold","New Sale","1","4800000","-","1572","Strata","11 to 15","3054","Dec-2020"
"75","RV ALTITUDE","RIVER VALLEY ROAD","Apartment","09","CCR","Freehold","New Sale","1","1389000","-","441","Strata","11 to 15","3147","Dec-2020"
"76","THE M","MIDDLE ROAD","Apartment","07","CCR","99 yrs lease commencing from 2019","New Sale","1","1867000","-","732","Strata","11 to 15","2551","Dec-2020"
"77","FOURTH AVENUE RESIDENCES","FOURTH AVENUE","Apartment","10","CCR","99 yrs lease commencing from 2018","New Sale","1","2068000","-","915","Strata","01 to 05","2260","Dec-2020"
"78","THE AVENIR","RIVER VALLEY CLOSE","Condominium","09","CCR","Freehold","New Sale","1","2449000","-","829","Strata","11 to 15","2955","Dec-2020"
"79","BOULEVARD 88","ORCHARD BOULEVARD","Apartment","10","CCR","Freehold","New Sale","1","6525000","-","1776","Strata","16 to 20","3674","Dec-2020"
"80","KOPAR AT NEWTON","MAKEWAY AVENUE","Apartment","09","CCR","99 yrs lease commencing from 2019","New Sale","1","1450000","-","689","Strata","01 to 05","2105","Dec-2020"
"81","KOPAR AT NEWTON","MAKEWAY AVENUE","Apartment","09","CCR","99 yrs lease commencing from 2019","New Sale","1","1536000","-","689","Strata","06 to 10","2230","Dec-2020"
"82","MARTIN MODERN","MARTIN PLACE","Condominium","09","CCR","99 yrs lease commencing from 2016","New Sale","1","3118600","2990600","1087","Strata","21 to 25","2751","Dec-2020"
"83","UPTOWN @ FARRER","PERUMAL ROAD","Apartment","08","RCR","99 yrs lease commencing from 2017","New Sale","1","1779712","-","1033","Strata","06 to 10","1722","Dec-2020"
"84","LEEDON GREEN","LEEDON HEIGHTS","Condominium","10","CCR","Freehold","New Sale","1","1500000","-","538","Strata","06 to 10","2787","Dec-2020"
"85","FOURTH AVENUE RESIDENCES","FOURTH AVENUE","Apartment","10","CCR","99 yrs lease commencing from 2018","New Sale","1","1488000","-","646","Strata","06 to 10","2304","Dec-2020"
"86","WILSHIRE RESIDENCES","FARRER ROAD","Apartment","10","CCR","Freehold","New Sale","1","1110730","-","463","Strata","01 to 05","2400","Dec-2020"
"87","MARTIN MODERN","MARTIN PLACE","Condominium","09","CCR","99 yrs lease commencing from 2016","New Sale","1","3704000","3576000","1421","Strata","06 to 10","2517","Dec-2020"
"88","THE AVENIR","RIVER VALLEY CLOSE","Condominium","09","CCR","Freehold","New Sale","1","2607000","-","829","Strata","16 to 20","3145","Dec-2020"
"89","THE IVERIA","KIM YAM ROAD","Apartment","09","CCR","Freehold","New Sale","1","2292000","-","947","Strata","01 to 05","2420","Dec-2020"
"90","RV ALTITUDE","RIVER VALLEY ROAD","Apartment","09","CCR","Freehold","New Sale","1","1389000","-","441","Strata","11 to 15","3147","Dec-2020"
"91","FOURTH AVENUE RESIDENCES","FOURTH AVENUE","Apartment","10","CCR","99 yrs lease commencing from 2018","New Sale","1","1068000","-","484","Strata","01 to 05","2205","Dec-2020"
"92","UPTOWN @ FARRER","PERUMAL ROAD","Apartment","08","RCR","99 yrs lease commencing from 2017","New Sale","1","1298000","-","700","Strata","11 to 15","1855","Dec-2020"
"93","FOURTH AVENUE RESIDENCES","FOURTH AVENUE","Apartment","10","CCR","99 yrs lease commencing from 2018","New Sale","1","2200000","-","958","Strata","01 to 05","2296","Dec-2020"
"94","LEEDON GREEN","LEEDON HEIGHTS","Condominium","10","CCR","Freehold","New Sale","1","1671600","-","614","Strata","06 to 10","2724","Dec-2020"
"95","THE AVENIR","RIVER VALLEY CLOSE","Condominium","09","CCR","Freehold","New Sale","1","3428000","-","1141","Strata","11 to 15","3004","Dec-2020"
"96","LEEDON GREEN","LEEDON HEIGHTS","Condominium","10","CCR","Freehold","New Sale","1","4120000","-","1496","Strata","01 to 05","2754","Dec-2020"
"97","MARTIN MODERN","MARTIN PLACE","Condominium","09","CCR","99 yrs lease commencing from 2016","New Sale","1","3870000","-","1421","Strata","21 to 25","2724","Dec-2020"
"98","MIDTOWN BAY","BEACH ROAD","Apartment","07","CCR","99 yrs lease commencing from 2018","New Sale","1","1344000","1322400","409","Strata","11 to 15","3233","Dec-2020"
"99","ONE HOLLAND VILLAGE RESIDENCES","HOLLAND VILLAGE WAY","Apartment","10","CCR","99 yrs lease commencing from 2018","New Sale","1","2117214","2096041","797","Strata","11 to 15","2631","Dec-2020"
"100","THE AVENIR","RIVER VALLEY CLOSE","Condominium","09","CCR","Freehold","New Sale","1","6645000","-","2067","Strata","26 to 30","3215","Dec-2020"
"101","RV ALTITUDE","RIVER VALLEY ROAD","Apartment","09","CCR","Freehold","New Sale","1","1748000","-","624","Strata","01 to 05","2800","Dec-2020"
"102","THE AVENIR","RIVER VALLEY CLOSE","Condominium","09","CCR","Freehold","New Sale","1","7888000","-","2411","Strata","26 to 30","3271","Dec-2020"
"103","RV ALTITUDE","RIVER VALLEY ROAD","Apartment","09","CCR","Freehold","New Sale","1","1759000","-","624","Strata","01 to 05","2818","Dec-2020"
"104","UPTOWN @ FARRER","PERUMAL ROAD","Apartment","08","RCR","99 yrs lease commencing from 2017","New Sale","1","1295000","-","732","Strata","01 to 05","1769","Dec-2020"
"105","UPTOWN @ FARRER","PERUMAL ROAD","Apartment","08","RCR","99 yrs lease commencing from 2017","New Sale","1","1369000","-","764","Strata","06 to 10","1791","Dec-2020"
"106","UPTOWN @ FARRER","PERUMAL ROAD","Apartment","08","RCR","99 yrs lease commencing from 2017","New Sale","1","1317000","-","700","Strata","11 to 15","1882","Dec-2020"
"107","ONE HOLLAND VILLAGE RESIDENCES","HOLLAND VILLAGE WAY","Apartment","10","CCR","99 yrs lease commencing from 2018","New Sale","1","1976042","-","797","Strata","06 to 10","2481","Nov-2020"
"108","UPTOWN @ FARRER","PERUMAL ROAD","Apartment","08","RCR","99 yrs lease commencing from 2017","New Sale","1","1448031","-","732","Strata","16 to 20","1978","Nov-2020"
"109","120 GRANGE","GRANGE ROAD","Apartment","10","CCR","Freehold","New Sale","1","1595000","-","570","Strata","11 to 15","2796","Nov-2020"
"110","LEEDON GREEN","LEEDON HEIGHTS","Condominium","10","CCR","Freehold","New Sale","1","3000000","-","1044","Strata","11 to 15","2873","Nov-2020"
"111","LEEDON GREEN","LEEDON HEIGHTS","Condominium","10","CCR","Freehold","New Sale","1","1570300","-","538","Strata","11 to 15","2918","Nov-2020"
"112","120 GRANGE","GRANGE ROAD","Apartment","10","CCR","Freehold","New Sale","1","1603000","-","570","Strata","11 to 15","2810","Nov-2020"
"113","KOPAR AT NEWTON","MAKEWAY AVENUE","Apartment","09","CCR","99 yrs lease commencing from 2019","New Sale","1","2136000","-","915","Strata","11 to 15","2335","Nov-2020"
"114","120 GRANGE","GRANGE ROAD","Apartment","10","CCR","Freehold","New Sale","1","1606000","-","570","Strata","11 to 15","2815","Nov-2020"
"115","120 GRANGE","GRANGE ROAD","Apartment","10","CCR","Freehold","New Sale","1","1874740","-","678","Strata","11 to 15","2765","Nov-2020"
"116","120 GRANGE","GRANGE ROAD","Apartment","10","CCR","Freehold","New Sale","1","1882580","-","678","Strata","11 to 15","2776","Nov-2020"
"117","MARTIN MODERN","MARTIN PLACE","Condominium","09","CCR","99 yrs lease commencing from 2016","New Sale","1","2066000","1967200","764","Strata","16 to 20","2574","Nov-2020"
"118","MIDTOWN BAY","BEACH ROAD","Apartment","07","CCR","99 yrs lease commencing from 2018","New Sale","1","1908300","1872300","753","Strata","06 to 10","2485","Nov-2020"
"119","120 GRANGE","GRANGE ROAD","Apartment","10","CCR","Freehold","New Sale","1","1905000","-","678","Strata","11 to 15","2809","Nov-2020"
"120","120 GRANGE","GRANGE ROAD","Apartment","10","CCR","Freehold","New Sale","1","1899000","-","678","Strata","11 to 15","2800","Nov-2020"
"121","DALVEY HAUS","DALVEY ROAD","Condominium","10","CCR","Freehold","New Sale","1","6085000","-","1938","Strata","01 to 05","3141","Nov-2020"
"122","LEEDON GREEN","LEEDON HEIGHTS","Condominium","10","CCR","Freehold","New Sale","1","1771900","-","710","Strata","01 to 05","2494","Nov-2020"
"123","120 GRANGE","GRANGE ROAD","Apartment","10","CCR","Freehold","New Sale","1","1865000","-","678","Strata","01 to 05","2750","Nov-2020"
"124","ROYALGREEN","ANAMALAI AVENUE","Condominium","10","CCR","Freehold","New Sale","1","3015000","-","1076","Strata","01 to 05","2801","Nov-2020"
"125","WILSHIRE RESIDENCES","FARRER ROAD","Apartment","10","CCR","Freehold","New Sale","1","1204000","-","463","Strata","06 to 10","2601","Nov-2020"
"126","120 GRANGE","GRANGE ROAD","Apartment","10","CCR","Freehold","New Sale","1","1816320","-","678","Strata","06 to 10","2678","Nov-2020"
"127","UPTOWN @ FARRER","PERUMAL ROAD","Apartment","08","RCR","99 yrs lease commencing from 2017","New Sale","1","1071740","-","538","Strata","11 to 15","1991","Nov-2020"
"128","120 GRANGE","GRANGE ROAD","Apartment","10","CCR","Freehold","New Sale","1","1571000","-","570","Strata","06 to 10","2754","Nov-2020"
"129","120 GRANGE","GRANGE ROAD","Apartment","10","CCR","Freehold","New Sale","1","1810000","-","678","Strata","06 to 10","2669","Nov-2020"
"130","HYLL ON HOLLAND","HOLLAND ROAD","Condominium","10","CCR","Freehold","New Sale","1","2031900","-","700","Strata","06 to 10","2904","Nov-2020"
"131","HYLL ON HOLLAND","HOLLAND ROAD","Condominium","10","CCR","Freehold","New Sale","1","3014900","-","1055","Strata","06 to 10","2858","Nov-2020"
"132","ROYALGREEN","ANAMALAI AVENUE","Condominium","10","CCR","Freehold","New Sale","1","2968000","-","1076","Strata","01 to 05","2757","Nov-2020"
"133","UPTOWN @ FARRER","PERUMAL ROAD","Apartment","08","RCR","99 yrs lease commencing from 2017","New Sale","1","1488000","-","829","Strata","11 to 15","1795","Nov-2020"
"134","THE AVENIR","RIVER VALLEY CLOSE","Condominium","09","CCR","Freehold","New Sale","1","2409000","-","829","Strata","01 to 05","2907","Nov-2020"
"135","LEEDON GREEN","LEEDON HEIGHTS","Condominium","10","CCR","Freehold","New Sale","1","3467700","-","1356","Strata","06 to 10","2557","Nov-2020"
"136","FOURTH AVENUE RESIDENCES","FOURTH AVENUE","Apartment","10","CCR","99 yrs lease commencing from 2018","New Sale","1","1548000","-","689","Strata","01 to 05","2247","Nov-2020"
"137","THE AVENIR","RIVER VALLEY CLOSE","Condominium","09","CCR","Freehold","New Sale","1","6800000","-","2067","Strata","31 to 35","3290","Nov-2020"
"138","LEEDON GREEN","LEEDON HEIGHTS","Condominium","10","CCR","Freehold","New Sale","1","4140000","-","1496","Strata","01 to 05","2767","Nov-2020"
"139","FOURTH AVENUE RESIDENCES","FOURTH AVENUE","Apartment","10","CCR","99 yrs lease commencing from 2018","New Sale","1","1548000","-","689","Strata","01 to 05","2247","Nov-2020"
"140","FOURTH AVENUE RESIDENCES","FOURTH AVENUE","Apartment","10","CCR","99 yrs lease commencing from 2018","New Sale","1","1643000","-","689","Strata","01 to 05","2385","Nov-2020"
"141","FOURTH AVENUE RESIDENCES","FOURTH AVENUE","Apartment","10","CCR","99 yrs lease commencing from 2018","New Sale","1","1672000","-","689","Strata","06 to 10","2427","Nov-2020"
"142","MARTIN MODERN","MARTIN PLACE","Condominium","09","CCR","99 yrs lease commencing from 2016","New Sale","1","4636000","4621200","1733","Strata","21 to 25","2667","Nov-2020"
"143","THE AVENIR","RIVER VALLEY CLOSE","Condominium","09","CCR","Freehold","New Sale","1","4790000","-","1528","Strata","16 to 20","3134","Nov-2020"
"144","THE M","MIDDLE ROAD","Apartment","07","CCR","99 yrs lease commencing from 2019","New Sale","1","2000000","-","753","Strata","16 to 20","2654","Nov-2020"
"145","RV ALTITUDE","RIVER VALLEY ROAD","Apartment","09","CCR","Freehold","New Sale","1","1380000","-","441","Strata","11 to 15","3127","Nov-2020"
"146","THE M","MIDDLE ROAD","Apartment","07","CCR","99 yrs lease commencing from 2019","New Sale","1","1344000","-","463","Strata","11 to 15","2904","Nov-2020"
"147","ROYALGREEN","ANAMALAI AVENUE","Condominium","10","CCR","Freehold","New Sale","1","2590000","-","980","Strata","01 to 05","2644","Nov-2020"
"148","PETIT JERVOIS","JERVOIS ROAD","Apartment","10","CCR","Freehold","New Sale","1","2889000","-","1012","Strata","01 to 05","2855","Nov-2020"
"149","PETIT JERVOIS","JERVOIS ROAD","Apartment","10","CCR","Freehold","New Sale","1","2858000","-","1001","Strata","01 to 05","2855","Nov-2020"
"150","MOOI RESIDENCES","HOLLAND ROAD","Apartment","10","CCR","Freehold","New Sale","1","1698000","-","678","Strata","01 to 05","2504","Nov-2020"
"151","THE HYDE","BALMORAL ROAD","Condominium","10","CCR","Freehold","New Sale","1","2483729","-","840","Strata","06 to 10","2958","Nov-2020"
"152","LEEDON GREEN","LEEDON HEIGHTS","Condominium","10","CCR","Freehold","New Sale","1","1725000","-","614","Strata","06 to 10","2812","Nov-2020"
"153","LEEDON GREEN","LEEDON HEIGHTS","Condominium","10","CCR","Freehold","New Sale","1","1775100","-","710","Strata","06 to 10","2499","Nov-2020"
"154","LEEDON GREEN","LEEDON HEIGHTS","Condominium","10","CCR","Freehold","New Sale","1","1241100","-","474","Strata","06 to 10","2620","Nov-2020"
"155","MIDTOWN BAY","BEACH ROAD","Apartment","07","CCR","99 yrs lease commencing from 2018","New Sale","1","1380800","1344800","409","Strata","11 to 15","3288","Nov-2020"
"156","LEEDON GREEN","LEEDON HEIGHTS","Condominium","10","CCR","Freehold","New Sale","1","3435000","-","1356","Strata","01 to 05","2533","Nov-2020"
"157","FOURTH AVENUE RESIDENCES","FOURTH AVENUE","Apartment","10","CCR","99 yrs lease commencing from 2018","New Sale","1","1138000","-","506","Strata","01 to 05","2249","Nov-2020"
"158","ROYALGREEN","ANAMALAI AVENUE","Condominium","10","CCR","Freehold","New Sale","1","2649000","-","990","Strata","01 to 05","2675","Nov-2020"
"159","THE AVENIR","RIVER VALLEY CLOSE","Condominium","09","CCR","Freehold","New Sale","1","7878000","-","2411","Strata","26 to 30","3267","Nov-2020"
"160","FOURTH AVENUE RESIDENCES","FOURTH AVENUE","Apartment","10","CCR","99 yrs lease commencing from 2018","New Sale","1","1078000","-","484","Strata","01 to 05","2226","Nov-2020"
"161","ROYALGREEN","ANAMALAI AVENUE","Condominium","10","CCR","Freehold","New Sale","1","1825000","-","667","Strata","01 to 05","2735","Nov-2020"
"162","BOULEVARD 88","ORCHARD BOULEVARD","Apartment","10","CCR","Freehold","New Sale","1","10230000","-","2777","Strata","01 to 05","3684","Nov-2020"
"163","BOULEVARD 88","ORCHARD BOULEVARD","Apartment","10","CCR","Freehold","New Sale","1","10150000","-","2756","Strata","01 to 05","3683","Nov-2020"
"164","LEEDON GREEN","LEEDON HEIGHTS","Condominium","10","CCR","Freehold","New Sale","1","1655400","-","614","Strata","01 to 05","2698","Nov-2020"
"165","THE AVENIR","RIVER VALLEY CLOSE","Condominium","09","CCR","Freehold","New Sale","1","8025000","-","2411","Strata","26 to 30","3328","Nov-2020"
"166","THE IVERIA","KIM YAM ROAD","Apartment","09","CCR","Freehold","New Sale","1","2492000","-","947","Strata","11 to 15","2631","Nov-2020"
