"S/N","Project Name","Street Name","Type","Postal District","Market Segment","Tenure","Type of Sale","No. of Units","Price ($)","Nett Price ($)","Area (Sqft)","Type of Area","Floor Level","Unit Price ($psf)","Date of Sale"
"11","AFFINITY AT SERANGOON","SERANGOON NORTH AVENUE 1","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1095112","-","624","Strata","11 to 15","1754","Jan-2021"
"12","FOREST WOODS","LORONG LEW LIAN","Condominium","19","OCR","99 yrs lease commencing from 2016","New Sale","1","1700000","-","1044","Strata","01 to 05","1628","Jan-2021"
"13","GRANDEUR PARK RESIDENCES","BEDOK SOUTH AVENUE 3","Condominium","16","OCR","99 yrs lease commencing from 2016","New Sale","1","2313780","-","1453","Strata","01 to 05","1592","Jan-2021"
"14","JADESCAPE","SHUNFU ROAD","Condominium","20","RCR","99 yrs lease commencing from 2018","New Sale","1","2887000","-","1647","Strata","21 to 25","1753","Jan-2021"
"15","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","1374000","-","1012","Strata","01 to 05","1358","Jan-2021"
"16","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","1765000","-","1324","Strata","01 to 05","1333","Jan-2021"
"17","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","2058000","-","1722","Strata","01 to 05","1195","Jan-2021"
"18","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","1006000","-","678","Strata","06 to 10","1483","Jan-2021"
"19","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","1217000","-","915","Strata","06 to 10","1330","Jan-2021"
"20","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","1187000","-","840","Strata","06 to 10","1414","Jan-2021"
"21","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","1185000","-","850","Strata","06 to 10","1394","Jan-2021"
"22","THE GARDEN RESIDENCES","SERANGOON NORTH VIEW","Apartment","19","OCR","99 yrs lease commencing from 2017","New Sale","1","1646300","-","904","Strata","11 to 15","1821","Jan-2021"
"23","THE JOVELL","FLORA DRIVE","Condominium","17","OCR","99 yrs lease commencing from 2018","New Sale","1","1109000","-","904","Strata","06 to 10","1227","Jan-2021"
"24","THE JOVELL","FLORA DRIVE","Condominium","17","OCR","99 yrs lease commencing from 2018","New Sale","1","888000","-","678","Strata","06 to 10","1309","Jan-2021"
"25","THE FLORENCE RESIDENCES","HOUGANG AVENUE 2","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1153112","-","667","Strata","11 to 15","1728","Jan-2021"
"26","RIVERFRONT RESIDENCES","HOUGANG AVENUE 7","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1243112","-","915","Strata","11 to 15","1359","Jan-2021"
"27","AFFINITY AT SERANGOON","SERANGOON NORTH AVENUE 1","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","819112","-","560","Strata","11 to 15","1463","Jan-2021"
"28","AFFINITY AT SERANGOON","SERANGOON NORTH AVENUE 1","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1683112","-","1152","Strata","06 to 10","1461","Jan-2021"
"29","AFFINITY AT SERANGOON","SERANGOON NORTH AVENUE 1","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1677112","-","1152","Strata","06 to 10","1456","Jan-2021"
"30","AFFINITY AT SERANGOON","SERANGOON NORTH AVENUE 1","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","852112","-","560","Strata","11 to 15","1522","Jan-2021"
"31","AFFINITY AT SERANGOON","SERANGOON NORTH AVENUE 1","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","851112","-","560","Strata","01 to 05","1521","Jan-2021"
"32","JADESCAPE","SHUNFU ROAD","Condominium","20","RCR","99 yrs lease commencing from 2018","New Sale","1","986000","-","527","Strata","11 to 15","1869","Jan-2021"
"33","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","1161000","-","818","Strata","06 to 10","1419","Jan-2021"
"34","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","1373000","-","1012","Strata","06 to 10","1357","Jan-2021"
"35","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","961000","-","678","Strata","01 to 05","1417","Jan-2021"
"36","THE FLORENCE RESIDENCES","HOUGANG AVENUE 2","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","836112","-","527","Strata","01 to 05","1585","Jan-2021"
"37","THE FLORENCE RESIDENCES","HOUGANG AVENUE 2","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1148112","-","667","Strata","11 to 15","1720","Jan-2021"
"38","SENGKANG GRAND RESIDENCES","COMPASSVALE BOW","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1740800","-","1012","Strata","06 to 10","1720","Jan-2021"
"39","JADESCAPE","SHUNFU ROAD","Condominium","20","RCR","99 yrs lease commencing from 2018","New Sale","1","2549000","-","1421","Strata","11 to 15","1794","Jan-2021"
"40","THE JOVELL","FLORA DRIVE","Condominium","17","OCR","99 yrs lease commencing from 2018","New Sale","1","920000","-","721","Strata","01 to 05","1276","Jan-2021"
"41","THE JOVELL","FLORA DRIVE","Condominium","17","OCR","99 yrs lease commencing from 2018","New Sale","1","778200","-","635","Strata","01 to 05","1225","Jan-2021"
"42","THE JOVELL","FLORA DRIVE","Condominium","17","OCR","99 yrs lease commencing from 2018","New Sale","1","798900","-","635","Strata","06 to 10","1258","Jan-2021"
"43","SENGKANG GRAND RESIDENCES","COMPASSVALE BOW","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1190400","-","678","Strata","11 to 15","1755","Jan-2021"
"44","RIVERFRONT RESIDENCES","HOUGANG AVENUE 7","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1350112","-","1087","Strata","16 to 20","1242","Jan-2021"
"45","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","965000","-","657","Strata","06 to 10","1470","Jan-2021"
"46","AFFINITY AT SERANGOON","SERANGOON NORTH AVENUE 1","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1611112","-","1076","Strata","01 to 05","1497","Jan-2021"
"47","AFFINITY AT SERANGOON","SERANGOON NORTH AVENUE 1","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1091112","-","624","Strata","11 to 15","1748","Jan-2021"
"48","JADESCAPE","SHUNFU ROAD","Condominium","20","RCR","99 yrs lease commencing from 2018","New Sale","1","961000","-","527","Strata","11 to 15","1822","Jan-2021"
"49","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","859000","-","592","Strata","01 to 05","1451","Jan-2021"
"50","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","890000","-","581","Strata","06 to 10","1531","Jan-2021"
"51","RIVERFRONT RESIDENCES","HOUGANG AVENUE 7","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1229888","-","915","Strata","11 to 15","1344","Jan-2021"
"52","JADESCAPE","SHUNFU ROAD","Condominium","20","RCR","99 yrs lease commencing from 2018","New Sale","1","2500000","-","1421","Strata","21 to 25","1760","Jan-2021"
"53","THE GARDEN RESIDENCES","SERANGOON NORTH VIEW","Apartment","19","OCR","99 yrs lease commencing from 2017","New Sale","1","1798800","-","1119","Strata","11 to 15","1607","Jan-2021"
"54","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","2153000","-","1711","Strata","06 to 10","1258","Jan-2021"
"55","JADESCAPE","SHUNFU ROAD","Condominium","20","RCR","99 yrs lease commencing from 2018","New Sale","1","1420000","-","764","Strata","21 to 25","1858","Jan-2021"
"56","THE FLORENCE RESIDENCES","HOUGANG AVENUE 2","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1045112","-","635","Strata","06 to 10","1646","Jan-2021"
"57","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","985000","-","678","Strata","06 to 10","1453","Jan-2021"
"58","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","2065000","-","1722","Strata","01 to 05","1199","Jan-2021"
"59","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","1137000","-","818","Strata","06 to 10","1390","Jan-2021"
"60","THE GARDEN RESIDENCES","SERANGOON NORTH VIEW","Apartment","19","OCR","99 yrs lease commencing from 2017","New Sale","1","1963600","-","1195","Strata","11 to 15","1643","Jan-2021"
"61","THE GARDEN RESIDENCES","SERANGOON NORTH VIEW","Apartment","19","OCR","99 yrs lease commencing from 2017","New Sale","1","1980000","-","1195","Strata","11 to 15","1657","Jan-2021"
"62","THE GARDEN RESIDENCES","SERANGOON NORTH VIEW","Apartment","19","OCR","99 yrs lease commencing from 2017","New Sale","1","1621700","-","1001","Strata","01 to 05","1620","Jan-2021"
"63","THE GARDEN RESIDENCES","SERANGOON NORTH VIEW","Apartment","19","OCR","99 yrs lease commencing from 2017","New Sale","1","2190000","-","1539","Strata","01 to 05","1423","Jan-2021"
"64","THE GARDEN RESIDENCES","SERANGOON NORTH VIEW","Apartment","19","OCR","99 yrs lease commencing from 2017","New Sale","1","2236200","-","1539","Strata","06 to 10","1453","Jan-2021"
"65","THE GARDEN RESIDENCES","SERANGOON NORTH VIEW","Apartment","19","OCR","99 yrs lease commencing from 2017","New Sale","1","2281000","-","1615","Strata","01 to 05","1413","Jan-2021"
"66","THE GARDEN RESIDENCES","SERANGOON NORTH VIEW","Apartment","19","OCR","99 yrs lease commencing from 2017","New Sale","1","2179200","-","1539","Strata","01 to 05","1416","Jan-2021"
"67","CASA AL MARE","JALAN LOYANG BESAR","Apartment","17","OCR","Freehold","New Sale","1","1301000","-","775","Strata","01 to 05","1679","Jan-2021"
"68","THE FLORENCE RESIDENCES","HOUGANG AVENUE 2","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1506112","-","915","Strata","06 to 10","1646","Jan-2021"
"69","AFFINITY AT SERANGOON","SERANGOON NORTH AVENUE 1","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","2322112","-","1453","Strata","11 to 15","1598","Jan-2021"
"70","JADESCAPE","SHUNFU ROAD","Condominium","20","RCR","99 yrs lease commencing from 2018","New Sale","1","2203000","-","1259","Strata","06 to 10","1749","Jan-2021"
"71","JADESCAPE","SHUNFU ROAD","Condominium","20","RCR","99 yrs lease commencing from 2018","New Sale","1","2305000","-","1259","Strata","16 to 20","1830","Jan-2021"
"72","JADESCAPE","SHUNFU ROAD","Condominium","20","RCR","99 yrs lease commencing from 2018","New Sale","1","2516000","-","1421","Strata","21 to 25","1771","Jan-2021"
"73","SENGKANG GRAND RESIDENCES","COMPASSVALE BOW","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1305600","-","764","Strata","06 to 10","1708","Jan-2021"
"74","THE FLORENCE RESIDENCES","HOUGANG AVENUE 2","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1530112","-","1012","Strata","01 to 05","1512","Jan-2021"
"75","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","897000","-","592","Strata","06 to 10","1515","Jan-2021"
"76","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","995000","-","678","Strata","06 to 10","1467","Jan-2021"
"77","THE GARDEN RESIDENCES","SERANGOON NORTH VIEW","Apartment","19","OCR","99 yrs lease commencing from 2017","New Sale","1","2282300","-","1539","Strata","06 to 10","1483","Jan-2021"
"78","THE GARDEN RESIDENCES","SERANGOON NORTH VIEW","Apartment","19","OCR","99 yrs lease commencing from 2017","New Sale","1","2793400","-","1981","Strata","11 to 15","1410","Jan-2021"
"79","JADESCAPE","SHUNFU ROAD","Condominium","20","RCR","99 yrs lease commencing from 2018","New Sale","1","953000","-","527","Strata","11 to 15","1807","Jan-2021"
"80","SENGKANG GRAND RESIDENCES","COMPASSVALE BOW","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1742400","-","1055","Strata","06 to 10","1652","Jan-2021"
"81","THE FLORENCE RESIDENCES","HOUGANG AVENUE 2","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","983000","-","624","Strata","01 to 05","1575","Jan-2021"
"82","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","1658000","-","1238","Strata","01 to 05","1339","Jan-2021"
"83","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","1263000","-","915","Strata","06 to 10","1380","Jan-2021"
"84","SENGKANG GRAND RESIDENCES","COMPASSVALE BOW","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","900400","-","506","Strata","11 to 15","1780","Jan-2021"
"85","JADESCAPE","SHUNFU ROAD","Condominium","20","RCR","99 yrs lease commencing from 2018","New Sale","1","949000","-","527","Strata","11 to 15","1799","Jan-2021"
"86","JADESCAPE","SHUNFU ROAD","Condominium","20","RCR","99 yrs lease commencing from 2018","New Sale","1","2466000","-","1421","Strata","01 to 05","1736","Jan-2021"
"87","THE FLORENCE RESIDENCES","HOUGANG AVENUE 2","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1099000","-","667","Strata","11 to 15","1647","Jan-2021"
"88","THE GARDEN RESIDENCES","SERANGOON NORTH VIEW","Apartment","19","OCR","99 yrs lease commencing from 2017","New Sale","1","2522500","-","1539","Strata","11 to 15","1639","Jan-2021"
"89","SENGKANG GRAND RESIDENCES","COMPASSVALE BOW","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1293600","-","764","Strata","06 to 10","1693","Jan-2021"
"90","SENGKANG GRAND RESIDENCES","COMPASSVALE BOW","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1332800","-","764","Strata","06 to 10","1744","Jan-2021"
"91","RIVERFRONT RESIDENCES","HOUGANG AVENUE 7","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1199000","-","915","Strata","01 to 05","1310","Jan-2021"
"92","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","1281000","-","915","Strata","06 to 10","1400","Jan-2021"
"93","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","1708000","-","1238","Strata","11 to 15","1380","Jan-2021"
"94","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","1114000","-","818","Strata","01 to 05","1362","Jan-2021"
"95","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","973000","-","678","Strata","01 to 05","1435","Jan-2021"
"96","THE GARDEN RESIDENCES","SERANGOON NORTH VIEW","Apartment","19","OCR","99 yrs lease commencing from 2017","New Sale","1","2297700","-","1539","Strata","11 to 15","1493","Jan-2021"
"97","SENGKANG GRAND RESIDENCES","COMPASSVALE BOW","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1148800","-","678","Strata","01 to 05","1694","Jan-2021"
"98","JADESCAPE","SHUNFU ROAD","Condominium","20","RCR","99 yrs lease commencing from 2018","New Sale","1","936000","-","527","Strata","06 to 10","1775","Jan-2021"
"99","AFFINITY AT SERANGOON","SERANGOON NORTH AVENUE 1","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1630700","-","1076","Strata","01 to 05","1515","Jan-2021"
"100","THE GARDEN RESIDENCES","SERANGOON NORTH VIEW","Apartment","19","OCR","99 yrs lease commencing from 2017","New Sale","1","2266900","-","1539","Strata","06 to 10","1473","Jan-2021"
"101","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","973000","-","678","Strata","01 to 05","1435","Jan-2021"
"102","THE JOVELL","FLORA DRIVE","Condominium","17","OCR","99 yrs lease commencing from 2018","New Sale","1","1065000","-","904","Strata","06 to 10","1178","Jan-2021"
"103","JADESCAPE","SHUNFU ROAD","Condominium","20","RCR","99 yrs lease commencing from 2018","New Sale","1","2968000","-","1647","Strata","21 to 25","1802","Jan-2021"
"104","AFFINITY AT SERANGOON","SERANGOON NORTH AVENUE 1","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1788000","-","1152","Strata","06 to 10","1552","Jan-2021"
"105","THE FLORENCE RESIDENCES","HOUGANG AVENUE 2","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1496000","-","980","Strata","06 to 10","1527","Jan-2021"
"106","THE GARDEN RESIDENCES","SERANGOON NORTH VIEW","Apartment","19","OCR","99 yrs lease commencing from 2017","New Sale","1","1255000","-","786","Strata","01 to 05","1597","Jan-2021"
"107","THE FLORENCE RESIDENCES","HOUGANG AVENUE 2","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1147000","-","667","Strata","11 to 15","1719","Jan-2021"
"108","THE FLORENCE RESIDENCES","HOUGANG AVENUE 2","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1059000","-","667","Strata","01 to 05","1587","Jan-2021"
"109","AFFINITY AT SERANGOON","SERANGOON NORTH AVENUE 1","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1096000","-","624","Strata","11 to 15","1756","Jan-2021"
"110","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","945000","-","657","Strata","01 to 05","1439","Jan-2021"
"111","RIVERFRONT RESIDENCES","HOUGANG AVENUE 7","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","2054400","-","1485","Strata","11 to 15","1383","Jan-2021"
"112","RIVERFRONT RESIDENCES","HOUGANG AVENUE 7","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1551000","-","1249","Strata","16 to 20","1242","Jan-2021"
"113","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","1374000","-","1033","Strata","01 to 05","1330","Jan-2021"
"114","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","1387000","-","1033","Strata","01 to 05","1342","Jan-2021"
"115","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","1516000","-","1087","Strata","11 to 15","1394","Jan-2021"
"116","SENGKANG GRAND RESIDENCES","COMPASSVALE BOW","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1580400","-","936","Strata","06 to 10","1688","Jan-2021"
"117","THE FLORENCE RESIDENCES","HOUGANG AVENUE 2","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1035000","-","624","Strata","06 to 10","1658","Jan-2021"
"118","SENGKANG GRAND RESIDENCES","COMPASSVALE BOW","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1625600","-","936","Strata","06 to 10","1736","Jan-2021"
"119","JADESCAPE","SHUNFU ROAD","Condominium","20","RCR","99 yrs lease commencing from 2018","New Sale","1","2318000","-","1259","Strata","21 to 25","1841","Jan-2021"
"120","RIVERFRONT RESIDENCES","HOUGANG AVENUE 7","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1223000","-","915","Strata","01 to 05","1337","Jan-2021"
"121","SENGKANG GRAND RESIDENCES","COMPASSVALE BOW","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","907200","-","474","Strata","11 to 15","1915","Jan-2021"
"122","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","1735000","-","1281","Strata","11 to 15","1354","Jan-2021"
"123","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","1474000","-","1033","Strata","06 to 10","1426","Jan-2021"
"124","THE GAZANIA","HOW SUN DRIVE","Condominium","19","OCR","Freehold","New Sale","1","2468000","-","1313","Strata","01 to 05","1879","Jan-2021"
"125","THE GARDEN RESIDENCES","SERANGOON NORTH VIEW","Apartment","19","OCR","99 yrs lease commencing from 2017","New Sale","1","1618200","-","904","Strata","11 to 15","1790","Jan-2021"
"126","THE GARDEN RESIDENCES","SERANGOON NORTH VIEW","Apartment","19","OCR","99 yrs lease commencing from 2017","New Sale","1","957800","-","614","Strata","11 to 15","1561","Jan-2021"
"127","THE FLORENCE RESIDENCES","HOUGANG AVENUE 2","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","809000","-","484","Strata","11 to 15","1670","Jan-2021"
"128","THE GARDEN RESIDENCES","SERANGOON NORTH VIEW","Apartment","19","OCR","99 yrs lease commencing from 2017","New Sale","1","889200","-","570","Strata","11 to 15","1559","Jan-2021"
"129","THE JOVELL","FLORA DRIVE","Condominium","17","OCR","99 yrs lease commencing from 2018","New Sale","1","899000","-","667","Strata","06 to 10","1347","Jan-2021"
"130","THE FLORENCE RESIDENCES","HOUGANG AVENUE 2","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1621000","-","1087","Strata","16 to 20","1491","Jan-2021"
"131","SENGKANG GRAND RESIDENCES","COMPASSVALE BOW","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","890000","-","506","Strata","11 to 15","1759","Jan-2021"
"132","JADESCAPE","SHUNFU ROAD","Condominium","20","RCR","99 yrs lease commencing from 2018","New Sale","1","966000","-","527","Strata","01 to 05","1832","Jan-2021"
"133","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","1191000","-","883","Strata","06 to 10","1349","Jan-2021"
"134","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","2090000","-","1722","Strata","06 to 10","1214","Jan-2021"
"135","THE FLORENCE RESIDENCES","HOUGANG AVENUE 2","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1497000","-","893","Strata","11 to 15","1676","Jan-2021"
"136","SENGKANG GRAND RESIDENCES","COMPASSVALE BOW","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","855600","-","506","Strata","01 to 05","1691","Jan-2021"
"137","THE GARDEN RESIDENCES","SERANGOON NORTH VIEW","Apartment","19","OCR","99 yrs lease commencing from 2017","New Sale","1","2229600","-","1539","Strata","01 to 05","1448","Jan-2021"
"138","SENGKANG GRAND RESIDENCES","COMPASSVALE BOW","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","2312800","-","1313","Strata","11 to 15","1761","Jan-2021"
"139","JADESCAPE","SHUNFU ROAD","Condominium","20","RCR","99 yrs lease commencing from 2018","New Sale","1","991000","-","527","Strata","06 to 10","1879","Jan-2021"
"140","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","1505000","-","1033","Strata","11 to 15","1456","Jan-2021"
"141","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","1341000","-","1012","Strata","11 to 15","1325","Jan-2021"
"142","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","1349000","-","1033","Strata","01 to 05","1305","Jan-2021"
"143","TREASURE AT TAMPINES","TAMPINES LANE","Condominium","18","OCR","99 yrs lease commencing from 2018","New Sale","1","975000","-","678","Strata","06 to 10","1438","Jan-2021"
"144","THE JOVELL","FLORA DRIVE","Condominium","17","OCR","99 yrs lease commencing from 2018","New Sale","1","1013200","-","904","Strata","01 to 05","1121","Jan-2021"
"145","THE JOVELL","FLORA DRIVE","Condominium","17","OCR","99 yrs lease commencing from 2018","New Sale","1","878000","-","721","Strata","01 to 05","1217","Jan-2021"
"146","THE GARDEN RESIDENCES","SERANGOON NORTH VIEW","Apartment","19","OCR","99 yrs lease commencing from 2017","New Sale","1","889200","-","570","Strata","11 to 15","1559","Jan-2021"
"147","THE GARDEN RESIDENCES","SERANGOON NORTH VIEW","Apartment","19","OCR","99 yrs lease commencing from 2017","New Sale","1","2205400","-","1539","Strata","01 to 05","1433","Jan-2021"
"148","THE FLORENCE RESIDENCES","HOUGANG AVENUE 2","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","839000","-","484","Strata","16 to 20","1732","Jan-2021"
"149","THE GARDEN RESIDENCES","SERANGOON NORTH VIEW","Apartment","19","OCR","99 yrs lease commencing from 2017","New Sale","1","1609200","-","904","Strata","06 to 10","1780","Jan-2021"
"150","SENGKANG GRAND RESIDENCES","COMPASSVALE BOW","Apartment","19","OCR","99 yrs lease commencing from 2018","New Sale","1","1748000","-","1033","Strata","06 to 10","1692","Jan-2021"
